"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.394E-42,1.4E-44
0,18,8.2289347E-38,1.29704E-40
0,21,1.6534679E-34,2.7113484E-37
0,24,2.1540925E-31,3.4187375E-34
0,27,3.5902818E-28,7.1675763E-31
0,30,2.687736E-25,6.7996083E-28
0,33,3.0934067E-23,8.110577E-26
0,36,3.428393E-21,9.218451E-24
0,39,2.0366329E-19,5.61181E-22
0,42,4.105748E-17,1.5366316E-19
0,45,1.9315314E-15,7.561686E-18
0,48,4.551747E-14,1.857481E-16
0,51,9.533759E-13,3.937212E-15
0,54,9.075347E-12,3.5666074E-14
0,57,1.00170296E-10,3.4189264E-13
0,60,1.3172804E-09,4.1205203E-12
0,63,1.8052742E-08,5.5588898E-11
0,66,2.2856321E-07,7.2446804E-10
0,69,2.5941547E-06,8.567636E-09
0,72,2.6463029E-05,9.118788E-08
0,75,0.00024480777,8.793792E-07
0,78,0.0020691927,7.740124E-06
0,81,0.016073668,6.257295E-05
0,84,0.11479715,0.00046605128
0,87,0.73308825,0.0031594073
0,90,3.6216066,0.018060485
0,93,10.345072,0.07255403
0,96,17.71493,0.1933932
0,99,23.603046,0.38779125
0,102,28.016558,0.6516914
0,105,31.339167,0.9767351
0,108,33.895367,1.3533102
0,111,35.906685,1.7719529
0,114,37.517784,2.2239726
0,117,38.821804,2.7016683
0,120,39.8827,3.1983953
0,135,42.81606,5.7989597
0,150,43.568523,8.336152
0,165,43.37207,10.658334
0,180,42.774426,12.735387
0,195,42.017803,14.579857
0,210,41.19872,16.214983
0,225,40.36045,17.663322
0,240,39.52683,18.944527
0,255,38.707836,20.075396
0,270,37.90822,21.070358
0,285,37.130314,21.942013
0,300,36.375248,22.701544
0,315,35.643448,23.35901
0,330,34.934925,23.92355
0,345,34.24941,24.403494
0,360,33.586445,24.806479
0,375,32.94545,25.139502
0,390,32.325756,25.408993
0,405,31.726631,25.620848
0,420,31.147308,25.780483
0,435,30.58635,25.89286
0,450,30.040813,25.962437
0,465,29.510849,25.993225
0,480,28.996037,25.988943
0,495,28.493788,25.953009
0,510,28.000586,25.888334
0,525,27.517305,25.79753
0,540,27.04364,25.683046
0,555,26.579268,25.54715
0,570,26.123877,25.391932
0,585,25.677172,25.219316
0,600,25.238867,25.031086
0,615,24.808697,24.828869
0,630,24.386404,24.61416
0,645,23.97175,24.388334
0,660,23.5645,24.152655
0,675,23.164438,23.90828
0,690,22.771355,23.656277
0,705,22.38505,23.397621
0,720,22.005337,23.133205
0,735,21.63202,22.863848
0,750,21.26476,22.590294
0,765,20.903524,22.313223
0,780,20.548323,22.03326
0,795,20.199232,21.750988
0,810,23.47955,21.485004
0,825,50.902634,22.159466
0,840,59.143368,24.098555
0,855,61.772808,26.41787
0,870,62.222862,28.674799
0,885,61.726665,30.71767
0,900,60.83247,32.51648
0,915,59.772945,34.083717
0,930,58.651497,35.44215
0,945,57.518147,36.614502
0,960,56.39417,37.620792
0,975,55.289303,38.478077
0,990,54.208202,39.200996
0,1005,53.153133,39.80232
0,1020,52.125134,40.293385
0,1035,51.124508,40.68439
0,1050,50.14783,40.984528
0,1065,49.193855,41.201977
0,1080,48.2633,41.344215
0,1095,47.355972,41.418167
0,1110,46.471546,41.430214
0,1125,45.60965,41.38625
