"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,0.05887874,0.03492577,0.19026089
0,6,0.71651894,0.46832728,1.5187758
0,9,2.1993034,1.5446832,3.688628
0,12,4.401805,3.2547915,6.4204073
0,15,7.157793,5.4985456,9.480482
0,18,10.270497,8.121533,12.647311
0,21,13.555398,10.957285,15.752868
0,24,16.86061,13.854621,18.680273
0,27,20.07009,16.689312,21.353651
0,30,23.100863,19.367382,23.729519
0,33,25.898409,21.823902,25.789862
0,36,28.431581,24.01952,27.535782
0,39,30.687178,25.935701,28.980768
0,42,32.665424,27.570011,30.147404
0,45,34.37732,28.932665,31.065025
0,48,35.84087,30.042585,31.764952
0,51,37.077938,30.923883,32.278263
0,54,38.11196,31.603033,32.634342
0,57,38.96651,32.10702,32.860046
0,60,39.664223,32.46191,32.979294
0,63,40.226105,32.691864,33.012863
0,66,40.671246,32.81872,32.97854
0,69,41.016727,32.861816,32.89132
0,72,41.277588,32.837906,32.76368
0,75,41.466904,32.76124,32.605854
0,78,41.595963,32.643787,32.426174
0,81,41.67447,32.49552,32.23134
0,84,41.710712,32.32463,32.02666
0,87,41.711727,32.137768,31.816324
0,90,41.683453,31.940247,31.603561
0,93,41.6309,31.73627,31.390839
0,96,41.55828,31.529118,31.179981
0,99,41.46912,31.321312,30.972313
0,102,41.366364,31.114754,30.768768
0,105,41.252483,30.910847,30.569975
0,108,41.129524,30.710583,30.376297
0,111,40.9992,30.514637,30.187914
0,114,40.862926,30.323439,30.004871
0,117,40.721878,30.137218,29.827108
0,120,40.577038,29.956064,29.654484
0,135,39.81897,29.122478,28.859154
0,150,39.031925,28.382317,28.145433
0,165,38.243893,27.709883,27.492785
0,180,37.467545,27.08715,26.884512
0,195,36.70814,26.50135,26.309725
0,210,35.968197,25.944551,25.761847
0,225,35.24898,25.411968,25.236912
0,240,34.55109,24.900654,24.732439
0,255,33.874695,24.408686,24.246765
0,270,33.219696,23.934704,23.778671
0,285,32.585796,23.477657,23.327187
0,300,31.972548,23.036667,22.891478
0,315,31.379402,22.610954,22.470787
0,330,30.80574,22.1998,22.064419
0,345,30.250893,21.80253,21.67171
0,360,29.714155,21.418493,21.292017
0,375,29.193823,21.046333,20.923346
0,390,28.687515,20.683874,20.564196
0,405,28.195436,20.33143,20.21511
0,420,27.717176,19.988852,19.875757
