"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,0.05886839,0.034919553,0.1902298
0,6,0.716452,0.46828213,1.5186514
0,9,2.1991613,1.5445793,3.6884198
0,12,4.401584,3.2546208,6.420125
0,15,7.1575,5.49831,9.480142
0,18,10.2701435,8.121241,12.646931
0,21,13.554999,10.956947,15.752463
0,24,16.860178,13.854253,18.679857
0,27,20.06964,16.688925,21.353237
0,30,23.100403,19.366983,23.729113
0,33,25.897947,21.823503,25.789469
0,36,28.431126,24.01913,27.535406
0,39,30.686731,25.935322,28.980412
0,42,32.66499,27.569647,30.147066
0,45,34.3769,28.932318,31.064709
0,48,35.840466,30.042255,31.764652
0,51,37.077545,30.92357,32.27798
0,54,38.111584,31.602737,32.63407
0,57,38.966145,32.10674,32.859795
0,60,39.66387,32.461643,32.979053
0,63,40.225765,32.69161,33.01263
0,66,40.670918,32.818478,32.978313
0,69,41.01641,32.861584,32.891106
0,72,41.277283,32.837685,32.763474
0,75,41.466606,32.76103,32.605656
0,78,41.595673,32.64358,32.425983
0,81,41.674187,32.495323,32.23115
0,84,41.710438,32.32444,32.02648
0,87,41.711456,32.13758,31.816149
0,90,41.683193,31.940067,31.603392
0,93,41.63065,31.736097,31.390673
0,96,41.558033,31.528948,31.17982
0,99,41.468876,31.321146,30.972155
0,102,41.366127,31.114594,30.768616
0,105,41.25225,30.910688,30.569826
0,108,41.1293,30.71043,30.37615
0,111,40.99898,30.514488,30.187773
0,114,40.862713,30.323294,30.004734
0,117,40.721672,30.137077,29.826975
0,120,40.576836,29.955927,29.654354
0,135,39.818794,29.12236,28.859041
0,150,39.031776,28.382217,28.14534
0,165,38.243767,27.7098,27.492708
0,180,37.467445,27.087086,26.884453
0,195,36.70806,26.5013,26.30968
0,210,35.96814,25.944517,25.761818
0,225,35.248943,25.41195,25.236897
0,240,34.55107,24.900648,24.732437
0,255,33.874695,24.408693,24.246777
0,270,33.219715,23.934723,23.778696
0,285,32.58583,23.477688,23.327223
0,300,31.972597,23.03671,22.891523
0,315,31.379467,22.611008,22.470844
0,330,30.80582,22.199865,22.064487
0,345,30.250986,21.802603,21.671785
0,360,29.714262,21.418577,21.292103
0,375,29.193945,21.046429,20.923439
0,390,28.687645,20.683975,20.564299
0,405,28.19558,20.33154,20.215223
0,420,27.71733,19.988968,19.875875
0,435,27.249199,19.653408,19.541914
0,450,26.789557,19.323116,19.213621
0,465,26.338871,18.998932,18.891495
0,480,25.89689,18.680845,18.57543
0,495,32.631447,23.875025,27.760256
0,510,48.18343,37.46677,41.73829
0,525,59.0738,46.75838,48.79822
0,540,63.97655,50.01195,50.437546
0,555,65.39886,50.037315,49.790707
0,570,65.23609,48.942493,48.51287
0,585,64.415764,47.629784,47.193077
0,600,63.345512,46.386223,45.987698
0,615,62.191093,45.26258,44.90318
0,630,61.017918,44.24132,43.911606
0,645,59.848106,43.2923,42.983135
0,660,58.693333,42.39535,42.10146
0,675,57.55887,41.53774,41.255657
0,690,56.447166,40.71149,40.439117
0,705,55.35948,39.911827,39.647907
0,720,54.29648,39.13587,38.879623
0,735,53.258453,38.381813,38.132736
0,750,52.245476,37.648426,37.406166
0,765,51.25744,36.934834,36.699116
0,780,50.294117,36.24032,36.01092
0,795,49.355198,35.564293,35.34102
0,810,48.440304,34.906216,34.688892
0,825,47.549007,34.26559,34.05405
0,840,46.680134,33.641422,33.435066
0,855,45.83162,33.03186,32.830093
0,870,45.001255,32.435028,32.237514
0,885,44.189453,31.851345,31.658314
0,900,43.39618,31.281017,31.092447
0,915,42.621204,30.723923,30.53976
0,930,41.864273,30.179886,30.000063
0,945,41.12501,29.648632,29.472977
0,960,40.399708,29.12724,28.9541
0,975,46.86001,34.124115,37.94604
0,990,62.155033,47.53297,51.7446
0,1005,72.79449,56.6462,58.626453
0,1020,77.44837,59.721455,60.087585
0,1035,78.623405,59.56876,59.26229
0,1050,78.20708,58.289883,57.798775
0,1065,77.136955,56.79541,56.298435
0,1080,75.819046,55.372143,54.913773
0,1095,74.41808,54.0696,53.65051
0,1110,72.99958,52.87015,52.48146
0,1125,71.58982,51.74727,51.380714
0,1140,70.199745,50.680347,50.330204
0,1155,68.83417,49.655945,49.318634
0,1170,67.49538,48.665863,48.339226
0,1185,66.184494,47.70519,47.38793
0,1200,64.90206,46.77094,46.462246
0,1215,63.648247,45.861206,45.560547
0,1230,62.423016,44.974686,44.681675
0,1245,61.226166,44.11042,43.824768
0,1260,60.057384,43.267643,42.98911
0,1275,58.91629,42.44571,42.17408
0,1290,57.802433,41.644035,41.37912
0,1305,56.715332,40.86209,40.603718
0,1320,55.654484,40.099384,39.84738
0,1335,54.618896,39.3551,39.108887
0,1350,53.605843,38.626858,38.38597
0,1365,52.615593,37.91488,37.679485
0,1380,51.64802,37.219265,36.98935
0,1395,50.702812,36.539825,36.315308
0,1410,49.77963,35.876316,35.657036
0,1425,48.87809,35.22846,35.01437
0,1440,47.99609,34.594677,34.38448
0,1455,54.305458,39.483425,43.2706
0,1470,69.45892,52.791767,56.97051
0,1485,79.96043,61.806915,63.75496
0,1500,84.47891,64.78567,65.11947
0,1515,85.51973,64.53655,64.19776
0,1530,84.97017,63.16134,62.638783
0,1545,83.77035,61.57348,61.045795
0,1560,82.32563,60.059055,59.570557
0,1575,80.80054,58.66723,58.218616
0,1590,79.260506,57.380352,56.962753
0,1605,77.731834,56.171906,55.777065
0,1620,76.225395,55.02127,54.64346
0,1635,74.74599,53.914974,53.550594
0,1650,73.29582,52.84478,52.491665
0,1665,71.875984,51.80574,51.462578
0,1680,70.486946,50.79482,50.46078
0,1695,69.12884,49.810074,49.484615
0,1710,67.80157,48.850163,48.532894
0,1725,66.50488,47.91409,47.604702
0,1740,65.23841,47.001053,46.69929
0,1755,64.00173,46.110363,45.816006
0,1770,62.79434,45.24141,44.954254
0,1785,61.615704,44.393627,44.113483
0,1800,60.46528,43.566483,43.29318
0,1815,59.342022,42.75914,42.492065
0,1830,58.24316,41.969173,41.70788
0,1845,57.16893,41.196777,40.941406
0,1860,56.119156,40.442028,40.19253
0,1875,55.09347,39.704693,39.460983
0,1890,54.0915,38.9845,38.74648
0,1905,53.11283,38.281147,38.048706
0,1920,52.155525,37.593193,37.365112
0,1935,58.39246,42.429916,46.200363
0,1950,73.4775,55.689564,59.852264
0,1965,83.9119,64.65703,66.58874
0,1980,88.36279,67.58698,67.90466
0,1995,89.33652,67.289444,66.934456
0,2010,88.72064,65.86641,65.32759
0,2025,87.45458,64.230446,63.686638
