"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,20.963772,13.760626,41.689877
0,6,42.533726,31.188675,60.342823
0,9,60.934677,47.721794,74.66673
0,12,76.7372,62.566708,86.61469
0,15,90.800766,75.78335,97.255775
0,18,103.792206,87.68535,107.14327
0,21,111.1111,95.69318,98.19442
0,24,99.588844,89.238,77.06475
0,27,90.77501,81.59674,69.063866
0,30,84.86155,74.88508,64.418045
0,33,81.1487,69.62651,61.60046
0,36,78.84794,65.70399,59.770054
0,39,77.39197,62.831467,58.492516
0,42,76.42524,60.726704,57.536987
0,45,75.737,59.162773,56.775406
0,48,75.20646,57.97213,56.136536
0,51,74.76522,57.037155,55.57906
0,54,74.37441,56.277367,55.07838
0,57,74.01134,55.638493,54.618786
0,60,73.66384,55.08417,54.190735
0,63,73.32583,54.590313,53.788307
0,66,72.993904,54.141197,53.407227
0,69,72.66558,53.7261,53.043888
0,72,72.33905,53.337257,52.6954
0,75,72.01344,52.96909,52.35967
0,78,71.68845,52.617653,52.03511
0,81,71.36412,52.2802,51.7205
0,84,71.04062,51.954884,51.41481
0,87,70.717766,51.64018,51.11696
0,90,70.395355,51.33464,50.825996
0,93,70.0733,51.03704,50.541157
0,96,69.75163,50.746365,50.26181
0,99,69.43047,50.46185,49.98747
0,102,69.10986,50.182877,49.717655
0,105,68.7898,49.908894,49.45193
0,108,68.47034,49.639465,49.189926
0,111,68.15147,49.374165,48.931328
0,114,67.833244,49.11262,48.67585
0,117,67.51569,48.85451,48.423267
0,120,67.19885,48.599525,48.173367
0,135,65.626724,47.36386,46.95846
0,150,64.07751,46.180325,45.790607
0,165,62.554214,45.03797,44.66096
0,180,61.059067,43.930286,43.564396
0,195,59.593502,42.853626,42.497856
0,210,58.15839,41.80577,41.45936
0,225,56.75421,40.784912,40.44736
0,240,55.38114,39.789654,39.460632
0,255,54.039124,38.819008,38.49824
0,270,52.727913,37.87229,37.559486
0,285,51.447166,36.94872,36.64364
0,300,50.19641,36.04778,35.75016
0,315,48.975147,35.168777,34.878414
0,330,47.782845,34.31112,34.027817
0,345,46.618927,33.47423,33.197823
0,360,45.482822,32.6576,32.387913
0,375,44.37395,31.86073,31.597595
0,390,43.291718,31.083145,30.826405
0,405,42.235535,30.324392,30.073889
0,420,41.204826,29.58401,29.339592
0,435,40.199,28.861568,28.623093
0,450,39.21749,28.156645,27.923964
0,465,38.259735,27.468817,27.24179
0,480,37.325165,26.797686,26.576181
0,495,36.413258,26.142847,25.92673
0,510,35.523464,25.50392,25.29306
0,525,34.655273,24.880522,24.674793
0,540,33.80818,24.272284,24.071564
0,555,32.98168,23.678843,23.483015
0,570,32.175293,23.09985,22.908794
0,585,31.388536,22.53496,22.348564
0,600,30.620947,21.983837,21.801987
0,615,29.872066,21.446152,21.268742
0,630,29.141449,20.921583,20.748505
0,645,28.428658,20.40982,20.240969
0,660,27.733265,19.910553,19.745827
0,675,27.054855,19.423483,19.262785
0,690,26.393023,18.948318,18.79155
0,705,25.747366,18.48477,18.331837
0,720,25.117496,18.03256,17.883371
0,735,24.503038,17.59142,17.44588
0,750,23.903618,17.161076,17.019102
0,765,23.31887,16.741268,16.602774
0,780,22.748446,16.331747,16.196646
0,795,22.191998,15.932262,15.800475
0,810,21.64919,15.542574,15.414018
0,825,21.11969,15.162438,15.037037
0,840,20.603176,14.79163,14.669305
0,855,20.099335,14.429921,14.310599
0,870,19.607862,14.077093,13.960701
0,885,19.128452,13.732927,13.619393
0,900,18.660814,13.397215,13.286469
0,915,18.204664,13.06975,12.961725
0,930,17.75972,12.750331,12.644961
0,945,17.32571,12.438763,12.335982
0,960,16.902367,12.134853,12.0346
0,975,16.48943,11.838415,11.740627
0,990,16.086643,11.549266,11.453883
0,1005,15.693765,11.267229,11.174191
0,1020,15.310547,10.992128,10.901381
0,1035,14.936756,10.723796,10.635281
0,1050,14.572161,10.462065,10.375728
0,1065,14.2165365,10.206774,10.122561
0,1080,13.869663,9.957767,9.875627
0,1095,13.531327,9.714888,9.634769
0,1110,13.201319,9.477987,9.399841
0,1125,12.879433,9.246919,9.170697
0,1140,12.565472,9.021539,8.947194
0,1155,12.25924,8.801708,8.729195
0,1170,11.960549,8.587291,8.516562
0,1185,11.669212,8.378154,8.309167
0,1200,11.38505,8.174167,8.106878
0,1215,11.107884,7.9752026,7.9095716
0,1230,10.837545,7.7811384,7.717124
0,1245,10.573863,7.5918536,7.5294156
0,1260,10.316675,7.4072304,7.34633
0,1275,10.06582,7.2271533,7.167753
0,1290,9.821142,7.051511,6.993573
0,1305,9.58249,6.8801937,6.8236833
0,1320,9.349714,6.713095,6.657976
0,1335,9.12267,6.5501113,6.4963493
0,1350,8.9012165,6.39114,6.3387017
0,1365,8.685215,6.2360826,6.1849356
0,1380,8.474532,6.0848427,6.034955
0,1395,8.269035,5.937326,5.888666
0,1410,8.068597,5.79344,5.745978
0,1425,7.873092,5.6530957,5.606802
0,1440,7.6823993,5.516206,5.471051
