"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.394E-42,1.4E-44
0,18,8.2283444E-38,1.29694E-40
0,21,1.6533528E-34,2.711157E-37
0,24,2.153939E-31,3.418491E-34
0,27,3.5900649E-28,7.167136E-31
0,30,2.6875998E-25,6.7992583E-28
0,33,3.0932542E-23,8.110171E-26
0,36,3.428227E-21,9.217998E-24
0,39,2.0365362E-19,5.6115395E-22
0,42,4.105594E-17,1.5365728E-19
0,45,1.9314613E-15,7.561406E-18
0,48,4.551587E-14,1.8574143E-16
0,51,9.533427E-13,3.9370722E-15
0,54,9.07501E-12,3.5664763E-14
0,57,1.00166105E-10,3.4187865E-13
0,60,1.3172227E-09,4.12034E-12
0,63,1.8051955E-08,5.558643E-11
0,66,2.2855356E-07,7.2443657E-10
0,69,2.5940487E-06,8.567276E-09
0,72,2.6461983E-05,9.118416E-08
0,75,0.0002447984,8.793444E-07
0,78,0.0020691159,7.739826E-06
0,81,0.01607309,6.257062E-05
0,84,0.11479316,0.0004660345
0,87,0.73306423,0.003159298
0,90,3.6215076,0.018059922
0,93,10.344894,0.07255224
0,96,17.714739,0.19338961
0,99,23.602839,0.38778546
0,102,28.016317,0.651683
0,105,31.338882,0.9767236
0,108,33.89504,1.3532951
0,111,35.906277,1.7719333
0,114,37.516594,2.2239454
0,117,38.820324,2.7016401
0,120,39.88138,3.1983662
0,135,42.81485,5.798916
0,150,43.56764,8.336067
0,165,43.37131,10.658182
0,180,42.773655,12.735196
0,195,42.01705,14.579629
0,210,41.197975,16.214722
0,225,40.35974,17.663033
0,240,39.52616,18.944212
0,255,38.707207,20.075062
0,270,37.907623,21.07001
0,285,37.129753,21.941654
0,300,36.374718,22.701176
0,315,35.64295,23.358637
0,330,34.934452,23.92317
0,345,34.248962,24.403112
0,360,33.586025,24.806097
0,375,32.945057,25.139122
0,390,32.325386,25.408615
0,405,31.726284,25.620476
0,420,31.146982,25.780117
0,435,30.586058,25.8925
0,450,30.040539,25.962084
0,465,29.510592,25.992882
0,480,28.995796,25.98861
0,495,28.493544,25.952673
0,510,28.000387,25.888004
0,525,27.517115,25.797213
0,540,27.04346,25.682741
0,555,26.579102,25.54686
0,570,26.123726,25.391657
0,585,25.677032,25.21906
0,600,25.23874,25.030842
0,615,24.808584,24.82863
0,630,24.386305,24.613928
0,645,23.971663,24.38811
0,660,23.564425,24.152437
0,675,23.164373,23.908073
0,690,22.7713,23.656082
0,705,22.385004,23.397434
0,720,22.0053,23.133026
0,735,21.631994,22.86368
0,750,21.264742,22.590137
0,765,20.903515,22.313076
0,780,20.54832,22.033123
0,795,20.199238,21.75086
0,810,23.479464,21.484888
0,825,50.902374,22.159348
0,840,59.1429,24.098423
0,855,61.772175,26.417711
0,870,62.222168,28.67461
0,885,61.72595,30.717445
0,900,60.83176,32.516224
0,915,59.772247,34.083435
0,930,58.65085,35.44184
0,945,57.517536,36.614178
0,960,56.393593,37.62045
0,975,55.28876,38.477726
0,990,54.2077,39.200634
0,1005,53.152664,39.801952
0,1020,52.1247,40.29302
0,1035,51.124115,40.68402
0,1050,50.147465,40.98416
0,1065,49.19352,41.201614
0,1080,48.262997,41.34386
0,1095,47.355694,41.41782
0,1110,46.471294,41.429874
0,1125,45.60942,41.385918
0,1140,44.769657,41.291386
