"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.394E-42,1.4E-44
0,18,8.228933E-38,1.29704E-40
0,21,1.6144933E-34,2.651893E-37
0,24,2.5517427E-31,4.1380583E-34
0,27,3.5788138E-28,7.0480177E-31
0,30,2.569886E-25,6.4081034E-28
0,33,4.1303504E-23,1.1049564E-25
0,36,2.8667305E-21,7.79618E-24
0,39,2.380489E-19,6.6615166E-22
0,42,2.4776915E-17,8.819438E-20
0,45,1.53272E-15,6.0311777E-18
0,48,4.5078534E-14,1.8378397E-16
0,51,9.943678E-13,4.142762E-15
0,54,1.518341E-11,6.27128E-14
0,57,1.2106559E-10,4.715153E-13
0,60,1.3524688E-09,4.4880315E-12
0,63,1.8107606E-08,5.6365457E-11
0,66,2.285329E-07,7.254648E-10
0,69,2.5926206E-06,8.563082E-09
0,72,2.6463627E-05,9.1180816E-08
0,75,0.00024487652,8.7963366E-07
0,78,0.0020698106,7.743094E-06
0,81,0.016077869,6.259561E-05
0,84,0.11482067,0.00046619432
0,87,0.733145,0.0031600303
0,90,3.621421,0.018060923
0,93,10.345029,0.072553284
0,96,17.715199,0.1933933
0,99,23.603827,0.38779408
0,102,28.017471,0.65170103
0,105,31.340221,0.97675383
0,108,33.896576,1.3533416
0,111,35.90796,1.771996
0,114,37.518562,2.2240274
0,117,38.82249,2.7017403
0,120,39.883633,3.1984856
0,135,42.817398,5.7991223
0,150,43.569767,8.336403
0,165,43.373573,10.65865
0,180,42.77603,12.7357855
0,195,42.019554,14.580337
0,210,41.200615,16.215546
0,225,40.362484,17.663973
0,240,39.529007,18.945265
0,255,38.710148,20.076225
0,270,37.910656,21.071281
0,285,37.132877,21.943031
0,300,36.37793,22.702658
0,315,35.64624,23.36022
0,330,34.937817,23.924854
0,345,34.2524,24.404894
0,360,33.589527,24.807972
0,375,32.948624,25.14109
0,390,32.32901,25.410673
0,405,31.729961,25.62262
0,420,31.150711,25.782343
0,435,30.589832,25.894806
0,450,30.04436,25.964468
0,465,29.514454,25.995338
0,480,28.999693,25.991138
0,495,28.497473,25.95527
0,510,28.004354,25.890667
0,525,27.521116,25.79994
0,540,27.047491,25.685532
0,555,26.583157,25.549707
0,570,26.127802,25.39456
0,585,25.68113,25.222015
0,600,25.242857,25.033848
0,615,24.812714,24.831686
0,630,24.390448,24.61703
0,645,23.975815,24.391253
0,660,23.568586,24.15562
0,675,23.168541,23.911293
0,690,22.775473,23.659334
0,705,22.389181,23.40072
0,720,22.009478,23.136345
0,735,21.636168,22.867027
0,750,21.268913,22.593512
0,765,20.907682,22.316473
0,780,20.552483,22.036543
0,795,20.203392,21.754301
0,810,23.483755,21.488346
0,825,50.906757,22.16284
0,840,59.148613,24.101963
0,855,61.77725,26.421253
0,870,62.227043,28.678192
0,885,61.73089,30.721087
0,900,60.836792,32.519928
0,915,59.777374,34.0872
0,930,58.656086,35.44567
0,945,57.522896,36.618073
0,960,56.399075,37.624413
0,975,55.294357,38.48176
0,990,54.2134,39.204742
0,1005,53.15847,39.806133
0,1020,52.130596,40.29727
0,1035,51.130085,40.688354
0,1050,50.153522,40.988567
0,1065,49.199654,41.206097
0,1080,48.269196,41.348415
0,1095,47.361954,41.422443
0,1110,46.477608,41.434566
0,1125,45.615784,41.390682
