"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,0.058872957,0.034922313,0.19024406
0,6,0.7164887,0.46830705,1.5187243
0,9,2.1992486,1.5446434,3.688556
0,12,4.401731,3.2547345,6.420325
0,15,7.157708,5.4984784,9.480402
0,18,10.270413,8.121464,12.647245
0,21,13.555328,10.957225,15.752829
0,24,16.860561,13.85458,18.680267
0,27,20.070076,16.689299,21.35369
0,30,23.10089,19.367401,23.7296
0,33,25.898481,21.823961,25.789991
0,36,28.431704,24.019625,27.535961
0,39,30.687353,25.93585,28.980995
0,42,32.66565,27.570206,30.147678
0,45,34.3776,28.932907,31.065344
0,48,35.8412,30.042871,31.765312
0,51,37.07832,30.924212,32.27866
0,54,38.11239,31.603401,32.634773
0,57,38.96698,32.107426,32.86051
0,60,39.664738,32.46235,32.979786
0,63,40.226654,32.692333,33.01338
0,66,40.671833,32.819214,32.979076
0,69,41.017345,32.862335,32.891876
0,72,41.278236,32.838448,32.764256
0,75,41.46758,32.7618,32.606445
0,78,41.59666,32.644363,32.426777
0,81,41.67519,32.49611,32.231953
0,84,41.711452,32.325233,32.027287
0,87,41.712486,32.138382,31.816956
0,90,41.684227,31.94087,31.6042
0,93,41.631695,31.736902,31.391483
0,96,41.559086,31.529757,31.18063
0,99,41.469936,31.321955,30.972965
0,102,41.36719,31.115402,30.769426
0,105,41.25332,30.911499,30.570635
0,108,41.13037,30.711239,30.376959
0,111,41.000053,30.515297,30.18858
0,114,40.863785,30.3241,30.005539
0,117,40.722744,30.137884,29.827778
0,120,40.57791,29.956732,29.655155
0,135,39.819866,29.123154,28.85983
0,150,39.032837,28.382998,28.146114
0,165,38.244816,27.710566,27.49347
0,180,37.46848,27.087837,26.885202
0,195,36.70908,26.50204,26.310417
0,210,35.969143,25.945246,25.76254
0,225,35.249935,25.412666,25.23761
0,240,34.552044,24.901354,24.73314
0,255,33.875656,24.409388,24.247469
0,270,33.22066,23.93541,23.779379
0,285,32.586765,23.478365,23.327896
0,300,31.973518,23.037376,22.892187
0,315,31.380377,22.611666,22.471498
0,330,30.806717,22.200514,22.065132
0,345,30.251871,21.803242,21.672422
0,360,29.715136,21.419209,21.292732
0,375,29.194801,21.047047,20.924055
0,390,28.688492,20.684586,20.564915
0,405,28.196415,20.332144,20.215824
0,420,27.718157,19.989567,19.87647
0,435,27.25003,19.654005,19.542526
0,450,26.79036,19.323706,19.2142
0,465,26.339651,18.999485,18.892057
0,480,25.897667,18.681396,18.575987
0,495,32.632427,23.875748,27.761072
0,510,48.18468,37.46774,41.739326
0,525,59.075256,46.759518,48.799404
0,540,63.97816,50.013195,50.43882
0,555,65.40057,50.038624,49.792027
0,570,65.23787,48.94383,48.514206
0,585,64.41756,47.63112,47.19441
0,600,63.3473,46.387547,45.989017
0,615,62.192875,45.263885,44.904476
0,630,61.019665,44.2426,43.91284
0,645,59.849834,43.29356,42.98438
0,660,58.69504,42.396595,42.102688
0,675,57.56056,41.538963,41.256878
0,690,56.44883,40.712696,40.440315
0,705,55.361122,39.913013,39.649086
0,720,54.298096,39.137043,38.88079
0,735,53.26005,38.382965,38.133884
0,750,52.247047,37.649567,37.4073
0,765,51.258987,36.93595,36.70023
0,780,50.295647,36.241425,36.012024
0,795,49.35671,35.56538,35.342106
0,810,48.44179,34.907288,34.68996
0,825,47.550472,34.26665,34.055107
0,840,46.681583,33.642467,33.43611
0,855,45.83305,33.032894,32.83112
0,870,45.002663,32.436047,32.23854
0,885,44.190845,31.85235,31.659317
0,900,43.39755,31.282007,31.093435
0,915,42.622555,30.724901,30.540733
0,930,41.865604,30.180851,30.001022
0,945,41.126366,29.649612,29.473974
0,960,40.400963,29.128132,28.955008
0,975,46.86147,34.125187,37.9472
0,990,62.156757,47.534283,51.74598
0,1005,72.79642,56.64767,58.62797
0,1020,77.45045,59.723034,60.08919
0,1035,78.62557,59.5704,59.26394
0,1050,78.2093,58.291542,57.800434
0,1065,77.13918,56.797062,56.300083
0,1080,75.82127,55.37378,54.9154
0,1095,74.42029,54.07121,53.652115
0,1110,73.00176,52.87174,52.48304
0,1125,71.59198,51.748833,51.38227
0,1140,70.20187,50.681885,50.331738
0,1155,68.836266,49.65746,49.32014
0,1170,67.497444,48.667355,48.340714
0,1185,66.18653,47.70666,47.389397
0,1200,64.90407,46.77239,46.46369
0,1215,63.650223,45.862633,45.561966
0,1230,62.42496,44.976093,44.68308
0,1245,61.228085,44.11181,43.82615
0,1260,60.059277,43.269012,42.99047
0,1275,58.91815,42.447056,42.17542
0,1290,57.804268,41.645363,41.380444
0,1305,56.717144,40.8634,40.60502
0,1320,55.656273,40.100674,39.848667
0,1335,54.62065,39.35637,39.11015
0,1350,53.607574,38.62811,38.38722
0,1365,52.617302,37.916115,37.680717
0,1380,51.64971,37.220486,36.990543
0,1395,50.70448,36.54103,36.316463
0,1410,49.781265,35.8775,35.65822
0,1425,48.8797,35.229618,35.015522
0,1440,47.997643,34.595787,34.385586
0,1455,54.307205,39.484703,43.271965
0,1470,69.46094,52.793285,56.972095
0,1485,79.96263,61.80859,63.756676
0,1500,84.481255,64.78744,65.12127
0,1515,85.52217,64.53838,64.1996
0,1530,84.97279,63.16336,62.64076
0,1545,83.772964,61.575447,61.047707
0,1560,82.32819,60.06093,59.5724
0,1575,80.80303,58.66903,58.220394
0,1590,79.262955,57.382103,56.964497
0,1605,77.73423,56.173626,55.77878
0,1620,76.22776,55.02297,54.64515
0,1635,74.748314,53.91665,53.55226
0,1650,73.29811,52.846436,52.493313
0,1665,71.87824,51.80737,51.4642
0,1680,70.489174,50.796425,50.462383
0,1695,69.131035,49.811657,49.486195
0,1710,67.803734,48.851723,48.534447
0,1725,66.50701,47.91563,47.60623
0,1740,65.24052,47.002567,46.700798
0,1755,64.0038,46.11186,45.817493
0,1770,62.796375,45.24288,44.95572
0,1785,61.617714,44.39508,44.11493
0,1800,60.467262,43.567917,43.294605
0,1815,59.343975,42.76055,42.493477
0,1830,58.245087,41.970566,41.709263
0,1845,57.17083,41.19815,40.942772
0,1860,56.121025,40.44338,40.19388
0,1875,55.095318,39.706028,39.46231
0,1890,54.09332,38.985817,38.747787
0,1905,53.114628,38.282444,38.05
0,1920,52.15731,37.594486,37.36639
0,1935,58.394432,42.43136,46.201893
0,1950,73.47973,55.691242,59.854008
0,1965,83.91432,64.65886,66.590614
0,1980,88.36535,67.58891,67.906624
0,1995,89.339165,67.29143,66.936455
0,2010,88.723335,65.86841,65.32959
0,2025,87.457275,64.23244,63.688618
0,2040,85.94685,62.67025,62.165863
0,2055,84.35674,61.231255,60.766983
0,2070,82.752464,59.897835,59.464783
0,2085,81.160286,58.643414,58.23331
0,2100,79.591064,57.447346,57.054443
0,2115,78.04958,56.29613,55.916832
0,2130,76.538055,55.181526,54.813656
0,2145,75.05753,54.098568,53.740814
0,2160,73.60849,53.044216,52.69575
0,2175,72.19105,52.016518,51.67679
0,2190,70.80508,51.01412,50.682735
0,2205,69.45033,50.03602,49.71266
0,2220,68.12643,49.081394,48.765816
0,2235,66.83291,48.149555,47.841522
0,2250,65.56927,47.239876,46.939186
0,2265,64.33496,46.35178,46.05824
0,2280,63.12943,45.484726,45.19816
0,2295,61.951607,44.637863,44.35767
0,2310,60.79873,43.808773,43.534473
0,2325,59.671,42.997623,42.729374
0,2340,58.568245,42.204494,41.94224
0,2355,57.490093,41.42915,41.17281
0,2370,56.436157,40.67131,40.420776
0,2385,55.406025,39.930676,39.68585
0,2400,54.397785,39.205822,38.96548
0,2415,60.585167,44.006676,47.765553
0,2430,75.62376,57.23295,61.38499
0,2445,86.01259,66.16795,68.08918
0,2460,90.419075,69.066246,69.37331
0,2475,91.3488,68.73705,68.37153
0,2490,90.68962,67.2828,66.73364
0,2505,89.38106,65.61619,65.06224
0,2520,87.828995,64.024,63.509705
0,2535,86.19811,62.555653,62.08168
0,2550,84.553925,61.1935,60.75096
0,2565,82.92268,59.910973,59.49158
0,2580,81.31524,58.687397,58.285404
0,2595,79.73634,57.509266,57.12107
0,2610,78.1882,56.36832,55.99175
0,2625,76.67185,55.259586,54.893314
0,2640,75.187744,54.18001,53.823215
0,2655,73.73599,53.127632,52.779755
0,2670,72.31646,52.10109,51.761726
0,2685,70.92886,51.09936,50.7682
0,2700,69.57282,50.12162,49.798405
0,2715,68.247856,49.167164,48.85166
0,2730,66.95345,48.23536,47.927357
0,2745,65.68905,47.325615,47.024925
0,2760,64.45407,46.437386,46.143818
0,2775,63.247448,45.569805,45.28276
0,2790,62.066387,44.720444,44.43945
0,2805,60.91109,43.889473,43.61467
0,2820,59.78137,43.076946,42.80829
0,2835,58.676838,42.28263,42.02002
0,2850,57.597095,41.506233,41.24957
0,2865,56.54171,40.747433,40.496597
0,2880,55.508762,40.004807,39.758602
0,2895,61.672356,44.78857,48.54194
0,2910,76.6885,57.99886,62.14566
0,2925,87.055466,66.918304,68.834366
0,2940,91.44039,69.801155,70.1031
0,2955,92.34888,69.45671,69.08613
0,2970,91.668686,67.98726,67.433174
0,2985,90.33973,66.306,65.7472
0,3000,88.76763,64.69942,64.18034
0,3015,87.11707,63.21689,62.738247
0,3030,85.45363,61.84088,61.39376
0,3045,83.80352,60.544773,60.1209
0,3060,82.177605,59.3079,58.901516
0,3075,80.58061,58.11675,57.72425
0,3090,79.01475,56.963047,56.58226
0,3105,77.48105,55.841827,55.471428
0,3120,75.97996,54.750027,54.389187
0,3135,74.511566,53.685677,53.33384
0,3150,73.075745,52.64741,52.304173
0,3165,71.6722,51.634205,51.29925
0,3180,70.300545,50.64523,50.318302
0,3195,68.9603,49.679775,49.360638
0,3210,67.650925,48.737198,48.42564
0,3225,66.37187,47.816914,47.51274
0,3240,65.12255,46.91836,46.621387
0,3255,63.901882,46.04068,45.750298
0,3270,62.707077,45.18143,44.897167
0,3285,61.538326,44.34078,44.06278
0,3300,60.39543,43.518776,43.246986
0,3315,59.27801,42.715183,42.449512
0,3330,58.18565,41.929707,41.670048
0,3345,57.117928,41.162033,40.90827
0,3360,56.07293,40.410748,40.161667
0,3375,62.22485,45.18611,48.93678
0,3390,77.230064,58.38868,62.532936
0,3405,87.58648,67.30066,69.21398
0,3420,91.96068,70.17571,70.475006
0,3435,92.85868,69.82367,69.45062
0,3450,92.168365,68.34701,67.79044
0,3465,90.82928,66.65843,66.09722
0,3480,89.24727,65.0447,64.52327
0,3495,87.58704,63.555218,63.074265
0,3510,85.91411,62.17237,61.72299
0,3525,84.25469,60.86956,60.443466
0,3540,82.61965,59.62612,59.217564
0,3555,81.013725,58.428535,58.03391
0,3570,79.43911,57.26853,56.885662
0,3585,77.89683,56.141132,55.768692
0,3600,76.38733,55.04328,54.68044
0,3615,74.9107,53.973,53.6192
0,3630,73.466805,52.92892,52.583763
0,3645,72.05535,51.910023,51.57319
0,3660,70.67594,50.91547,50.586697
0,3675,69.3281,49.94455,49.623604
0,3690,68.01129,48.99662,48.68329
0,3705,66.72495,48.071087,47.76518
0,3720,65.46849,47.167397,46.868725
0,3735,64.24082,46.284668,45.992622
0,3750,63.03916,45.42049,45.134594
0,3765,61.863705,44.575005,44.29541
0,3780,60.714233,43.748272,43.47492
0,3795,59.59037,42.940044,42.67284
0,3810,58.4917,42.15003,41.888863
0,3825,57.417793,41.3779,41.122665
0,3840,56.366714,40.62223,40.371716
