"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,20.963514,13.760451,41.689407
0,6,42.53325,31.188326,60.34218
0,9,60.934067,47.72132,74.66605
0,12,76.73651,62.566154,86.614
0,15,90.80003,75.782745,97.255066
0,18,103.79143,87.6847,107.14254
0,21,111.110405,95.69257,98.19404
0,24,99.5883,89.23751,77.06449
0,27,90.7746,81.59637,69.06366
0,30,84.861176,74.884766,64.4178
0,33,81.148315,69.62621,61.600174
0,36,78.84753,65.703674,59.769722
0,39,77.39153,62.83114,58.492153
0,42,76.424774,60.726353,57.536594
0,45,75.7365,59.1624,56.774994
0,48,75.20594,57.971737,56.136105
0,51,74.76468,57.03674,55.57861
0,54,74.373856,56.27693,55.07792
0,57,74.010765,55.638042,54.618313
0,60,73.66325,55.083706,54.190247
0,63,73.32522,54.589836,53.787804
0,66,72.99327,54.140705,53.40671
0,69,72.66493,53.725594,53.04336
0,72,72.338394,53.33674,52.694862
0,75,72.01277,52.96856,52.359116
0,78,71.68776,52.61711,52.03455
0,81,71.36341,52.279644,51.719925
0,84,71.039894,51.95432,51.414227
0,87,70.717026,51.6396,51.11636
0,90,70.3946,51.334053,50.825386
0,93,70.07253,51.036438,50.540535
0,96,69.75084,50.745754,50.26118
0,99,69.429665,50.461227,49.986828
0,102,69.10904,50.182243,49.717003
0,105,68.78897,49.90825,49.451267
0,108,68.46948,49.63881,49.18925
0,111,68.150604,49.373497,48.93064
0,114,67.83236,49.111946,48.67515
0,117,67.51479,48.85382,48.42256
0,120,67.197945,48.598824,48.17265
0,135,65.62574,47.36311,46.957695
0,150,64.076454,46.179527,45.789795
0,165,62.553097,45.03713,44.660103
0,180,61.057888,43.929398,43.563496
0,195,59.592266,42.8527,42.496914
0,210,58.1571,41.804806,41.45838
0,225,56.75287,40.783913,40.446346
0,240,55.37975,39.788616,39.459583
0,255,54.03769,38.81794,38.497166
0,270,52.726433,37.871193,37.55838
0,285,51.44565,36.947594,36.642506
0,300,50.194855,36.04663,35.749004
0,315,48.973557,35.167603,34.87723
0,330,47.781223,34.30992,34.02661
0,345,46.617275,33.47302,33.196598
0,360,45.481144,32.65637,32.38667
0,375,44.372246,31.859478,31.596338
0,390,43.289993,31.081879,30.825132
0,405,42.23379,30.32311,30.072603
0,420,41.203064,29.582714,29.338295
0,435,40.197224,28.860264,28.621782
0,450,39.2157,28.15533,27.922646
0,465,38.257927,27.467491,27.240465
0,480,37.323345,26.796354,26.574846
0,495,36.411427,26.14151,25.92539
0,510,35.521626,25.502577,25.291716
0,525,34.65343,24.879173,24.673445
0,540,33.80633,24.270931,24.070213
0,555,32.979828,23.67749,23.48166
0,570,32.173435,23.098495,22.90744
0,585,31.386679,22.533606,22.34721
0,600,30.61909,21.982483,21.800632
0,615,29.870209,21.4448,21.267387
0,630,29.139593,20.920233,20.747154
0,645,28.426804,20.40847,20.23962
0,660,27.731417,19.909206,19.744482
0,675,27.053013,19.422142,19.261444
0,690,26.391184,18.946981,18.790215
0,705,25.745535,18.483438,18.330507
0,720,25.115673,18.031235,17.882046
0,735,24.501223,17.590097,17.444563
0,750,23.901812,17.159761,17.017792
0,765,23.317072,16.739962,16.601469
0,780,22.746656,16.330448,16.19535
0,795,22.19022,15.930971,15.799187
0,810,21.647425,15.54129,15.412738
0,825,21.117935,15.161164,15.035766
0,840,20.601433,14.790364,14.668043
0,855,20.097605,14.428666,14.309347
0,870,19.606144,14.075848,13.959458
0,885,19.126749,13.731691,13.618161
0,900,18.659124,13.395989,13.285247
0,915,18.202988,13.068534,12.960513
0,930,17.758059,12.749126,12.64376
0,945,17.324062,12.437569,12.334793
0,960,16.900734,12.133671,12.0334215
0,975,16.487812,11.837244,11.739459
0,990,16.085043,11.548106,11.452726
0,1005,15.69218,11.26608,11.173047
0,1020,15.308978,10.990992,10.900248
0,1035,14.935204,10.722671,10.634159
0,1050,14.570624,10.460952,10.374619
0,1065,14.215016,10.205673,10.121465
0,1080,13.86816,9.956677,9.874542
0,1095,13.52984,9.713811,9.6336975
0,1110,13.199848,9.476922,9.398781
0,1125,12.877979,9.245866,9.169649
0,1140,12.564035,9.020499,8.946158
0,1155,12.257821,8.800681,8.728171
0,1170,11.9591465,8.586276,8.515552
0,1185,11.667827,8.377151,8.308168
0,1200,11.383681,8.173176,8.105892
0,1215,11.106533,7.9742246,7.908598
0,1230,10.83621,7.780173,7.7161627
0,1245,10.572545,7.5909004,7.5284667
0,1260,10.315373,7.406289,7.345393
0,1275,10.064535,7.2262244,7.166828
0,1290,9.819875,7.0505943,6.992661
0,1305,9.581239,6.8792896,6.822783
0,1320,9.34848,6.712203,6.657088
0,1335,9.121453,6.549231,6.4954734
0,1350,8.900016,6.3902717,6.3378377
0,1365,8.6840315,6.2352266,6.1840835
0,1380,8.473364,6.0839987,6.034115
0,1395,8.267883,5.9364934,5.887838
0,1410,8.067462,5.7926197,5.7451615
0,1425,7.871973,5.652287,5.605997
0,1440,7.681296,5.5154085,5.4702578
