"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.396E-42,1.4E-44
0,18,8.2298393E-38,1.29718E-40
0,21,1.6146671E-34,2.6521793E-37
0,24,2.5520194E-31,4.138508E-34
0,27,3.579167E-28,7.048715E-31
0,30,2.5701125E-25,6.408669E-28
0,33,4.130703E-23,1.1050508E-25
0,36,2.8669735E-21,7.796841E-24
0,39,2.380688E-19,6.6620735E-22
0,42,2.4778774E-17,8.820095E-20
0,45,1.532829E-15,6.0316075E-18
0,48,4.508169E-14,1.8379685E-16
0,51,9.944367E-13,4.143049E-15
0,54,1.5184468E-11,6.2717165E-14
0,57,1.210744E-10,4.715489E-13
0,60,1.3525754E-09,4.4883754E-12
0,63,1.810905E-08,5.6369933E-11
0,66,2.2855085E-07,7.2552203E-10
0,69,2.59282E-06,8.563745E-09
0,72,2.6465623E-05,9.1187744E-08
0,75,0.00024489462,8.796992E-07
0,78,0.0020699608,7.743661E-06
0,81,0.016079012,6.2600106E-05
0,84,0.11482867,0.00046622715
0,87,0.73319435,0.003160247
0,90,3.6216412,0.01806209
0,93,10.345515,0.072557375
0,96,17.715794,0.19340242
0,99,23.60441,0.38780946
0,102,28.018002,0.65172315
0,105,31.340698,0.97678274
0,108,33.89701,1.3533769
0,111,35.90836,1.7720375
0,114,37.51893,2.2240746
0,117,38.822796,2.7017925
0,120,39.88393,3.1985433
0,135,42.817642,5.799206
0,150,43.57006,8.336502
0,165,43.37395,10.658763
0,180,42.776478,12.735916
0,195,42.020054,14.580488
0,210,41.201164,16.21572
0,225,40.363083,17.664171
0,240,39.529655,18.945488
0,255,38.710842,20.076475
0,270,37.911392,21.07156
0,285,37.13365,21.943338
0,300,36.378742,22.702993
0,315,35.647087,23.360586
0,330,34.9387,23.92525
0,345,34.253315,24.405317
0,360,33.590473,24.808426
0,375,32.949596,25.141573
0,390,32.33001,25.411184
0,405,31.730988,25.623158
0,420,31.151762,25.78291
0,435,30.590904,25.895401
0,450,30.045452,25.965088
0,465,29.515566,25.995987
0,480,29.000826,25.991812
0,495,28.498632,25.955969
0,510,28.005526,25.89139
0,525,27.522299,25.800684
0,540,27.048689,25.686298
0,555,26.584366,25.550497
0,570,26.129025,25.39537
0,585,25.682364,25.222847
0,600,25.244099,25.034697
0,615,24.813965,24.832552
0,630,24.391706,24.617912
0,645,23.97708,24.392153
0,660,23.569857,24.156536
0,675,23.169817,23.912226
0,690,22.776752,23.660284
0,705,22.390465,23.401684
0,720,22.010763,23.137321
0,735,21.637457,22.868015
0,750,21.270203,22.594511
0,765,20.908974,22.317484
0,780,20.553774,22.037563
0,795,20.204683,21.755331
0,810,23.485266,21.489386
0,825,50.908688,22.163914
0,840,59.149094,24.103065
0,855,61.77844,26.422422
0,870,62.22853,28.679384
0,885,61.732468,30.72229
0,900,60.838436,32.52114
0,915,59.77909,34.088432
0,930,58.657852,35.446926
0,945,57.524727,36.61935
0,960,56.40096,37.625717
0,975,55.296288,38.48309
0,990,54.215374,39.206104
0,1005,53.160477,39.807526
0,1020,52.132633,40.298695
0,1035,51.132156,40.689804
0,1050,50.155613,40.990047
0,1065,49.201767,41.207603
0,1080,48.27133,41.34995
0,1095,47.364113,41.424007
0,1110,46.479786,41.436157
0,1125,45.61798,41.392296
