"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.396E-42,1.4E-44
0,18,8.2298276E-38,1.29718E-40
0,21,1.6536447E-34,2.7116365E-37
0,24,2.1543257E-31,3.419105E-34
0,27,3.59064E-28,7.168287E-31
0,30,2.687983E-25,6.8002285E-28
0,33,3.0936878E-23,8.1113076E-26
0,36,3.4287016E-21,9.219274E-24
0,39,2.0368146E-19,5.6123064E-22
0,42,4.1060772E-17,1.5367536E-19
0,45,1.9316836E-15,7.562277E-18
0,48,4.5521007E-14,1.8576241E-16
0,51,9.534498E-13,3.937514E-15
0,54,9.076068E-12,3.566885E-14
0,57,1.001787E-10,3.419205E-13
0,60,1.3173934E-09,4.1208677E-12
0,63,1.805429E-08,5.5593623E-11
0,66,2.2858258E-07,7.245291E-10
0,69,2.5943712E-06,8.568349E-09
0,72,2.6465204E-05,9.1195346E-08
0,75,0.0002448276,8.7945017E-07
0,78,0.0020693578,7.740739E-06
0,81,0.016074933,6.257786E-05
0,84,0.11480605,0.00046608734
0,87,0.7331436,0.0031596469
0,90,3.621861,0.018061798
0,93,10.345677,0.072558805
0,96,17.715746,0.19340436
0,99,23.603912,0.3878109
0,102,28.01739,0.6517207
0,105,31.339941,0.97677445
0,108,33.89608,1.3533595
0,111,35.907345,1.7720119
0,114,37.518402,2.2240405
0,117,38.822388,2.7017448
0,120,39.883263,3.1984797
0,135,42.8166,5.7990775
0,150,43.56914,8.336299
0,165,43.37282,10.658513
0,180,42.77534,12.735607
0,195,42.018898,14.580125
0,210,41.19999,16.215307
0,225,40.361893,17.663712
0,240,39.528442,18.944986
0,255,38.70961,20.07593
0,270,37.910145,21.070974
0,285,37.13239,21.942715
0,300,36.37746,22.702333
0,315,35.645794,23.35989
0,330,34.937393,23.92452
0,345,34.251995,24.404558
0,360,33.58914,24.807636
0,375,32.948254,25.140753
0,390,32.32866,25.410337
0,405,31.72963,25.622286
0,420,31.150396,25.782015
0,435,30.589533,25.894482
0,450,30.044073,25.964148
0,465,29.51418,25.995024
0,480,28.999434,25.99083
0,495,28.497225,25.954967
0,510,28.004116,25.890371
0,525,27.520882,25.79965
0,540,27.047264,25.685247
0,555,26.58294,25.549429
0,570,26.127594,25.394289
0,585,25.68093,25.22175
0,600,25.242664,25.033587
0,615,24.812529,24.83143
0,630,24.39027,24.61678
0,645,23.975645,24.39101
0,660,23.568422,24.155386
0,675,23.168385,23.911066
0,690,22.775322,23.659113
0,705,22.389036,23.400503
0,720,22.009338,23.136133
0,735,21.636036,22.866821
0,750,21.268785,22.593313
0,765,20.90756,22.316282
0,780,20.552366,22.036356
0,795,20.20328,21.75412
0,810,23.483854,21.488174
0,825,50.907467,22.162704
0,840,59.147987,24.101868
0,855,61.77742,26.421244
0,870,62.22754,28.678226
0,885,61.73147,30.721153
0,900,60.837387,32.520023
0,915,59.77807,34.08733
0,930,58.6568,35.445835
0,945,57.523617,36.61827
0,960,56.399796,37.62464
0,975,55.295074,38.482018
0,990,54.21412,39.205025
0,1005,53.159184,39.806446
0,1020,52.131306,40.297607
0,1035,51.130802,40.688705
0,1050,50.154232,40.98894
0,1065,49.200356,41.206486
0,1080,48.269894,41.348824
0,1095,47.36265,41.422867
0,1110,46.478306,41.435005
0,1125,45.616478,41.391132
