"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,20.963161,13.760196,41.6888
0,6,42.532978,31.188059,60.341965
0,9,60.933857,47.72108,74.66583
0,12,76.73626,62.565884,86.61365
0,15,90.79967,75.78239,97.25456
0,18,103.79091,87.684235,107.14186
0,21,111.10982,95.692024,98.19363
0,24,99.58778,89.23703,77.0639
0,27,90.773796,81.59571,69.06269
0,30,84.86017,74.88396,64.416756
0,33,81.14722,69.625305,61.599136
0,36,78.84639,65.70273,59.76872
0,39,77.39039,62.830177,58.49119
0,42,76.423645,60.725407,57.53568
0,45,75.7354,59.16148,56.774124
0,48,75.204865,57.970848,56.135273
0,51,74.76363,57.03589,55.577824
0,54,74.37284,56.276123,55.07717
0,57,74.00979,55.63727,54.617607
0,60,73.66231,55.082977,54.189583
0,63,73.32431,54.589146,53.78718
0,66,72.99241,54.140053,53.406124
0,69,72.66411,53.724983,53.042816
0,72,72.3376,53.336166,52.69435
0,75,72.01202,52.96802,52.358643
0,78,71.68705,52.61661,52.03411
0,81,71.36274,52.279182,51.719524
0,84,71.03927,51.95389,51.41386
0,87,70.71644,51.63921,51.116028
0,90,70.39405,51.333694,50.82509
0,93,70.07203,51.036118,50.54027
0,96,69.750374,50.745464,50.26095
0,99,69.429245,50.46097,49.98663
0,102,69.10866,50.182022,49.716835
0,105,68.78863,49.908062,49.45113
0,108,68.469185,49.638653,49.189148
0,111,68.150345,49.37337,48.93057
0,114,67.83214,49.11185,48.67511
0,117,67.51461,48.853756,48.42255
0,120,67.1978,48.598793,48.172665
0,135,65.62579,47.36322,46.957855
0,150,64.07669,46.179775,45.79009
0,165,62.553516,45.037506,44.660522
0,180,61.058475,43.929897,43.564034
0,195,59.593018,42.853317,42.49757
0,210,58.158005,41.80553,41.45914
0,225,56.75392,40.78474,40.447212
0,240,55.380943,39.789547,39.460545
0,255,54.039013,38.818962,38.49822
0,270,52.727882,37.872307,37.559517
0,285,51.447216,36.948788,36.64373
0,300,50.196537,36.047905,35.7503
0,315,48.975346,35.168953,34.878605
0,330,47.78311,34.31134,34.028053
0,345,46.619255,33.474503,33.198105
0,360,45.483215,32.657913,32.388237
0,375,44.3744,31.861082,31.597961
0,390,43.29222,31.083538,30.82681
0,405,42.23609,30.324821,30.074331
0,420,41.205433,29.584473,29.340069
0,435,40.199657,28.862066,28.6236
0,450,39.21819,28.157173,27.924503
0,465,38.260475,27.469374,27.24236
0,480,37.325947,26.798271,26.576777
0,495,36.414074,26.14346,25.92735
0,510,35.524315,25.504557,25.293705
0,525,34.65616,24.88118,24.67546
0,540,33.809093,24.272963,24.072252
0,555,32.982624,23.679543,23.48372
0,570,32.17626,23.100569,22.90952
0,585,31.389532,22.535696,22.349306
0,600,30.621964,21.984589,21.802744
0,615,29.873104,21.446918,21.269512
0,630,29.142506,20.922363,20.749289
0,645,28.429733,20.410612,20.241764
0,660,27.734358,19.911356,19.746635
0,675,27.055964,19.424297,19.263601
0,690,26.394144,18.94914,18.792376
0,705,25.748499,18.485601,18.332672
0,720,25.11864,18.0334,17.884212
0,735,24.504192,17.592264,17.44673
0,750,23.904781,17.161926,17.019957
0,765,23.320042,16.742125,16.603632
0,780,22.749622,16.332607,16.197508
0,795,22.19318,15.933127,15.80134
0,810,21.650377,15.543441,15.4148855
0,825,21.12088,15.163308,15.037907
0,840,20.604368,14.7925005,14.6701765
0,855,20.10053,14.430794,14.311472
0,870,19.609058,14.077966,13.961573
0,885,19.129648,13.7338,13.620265
0,900,18.66201,13.398087,13.28734
0,915,18.205858,13.07062,12.962595
0,930,17.760912,12.7512,12.645829
0,945,17.326899,12.43963,12.336848
0,960,16.903553,12.135717,12.035463
0,975,16.490612,11.839276,11.741487
0,990,16.087822,11.550123,11.45474
0,1005,15.694939,11.268083,11.175044
0,1020,15.311716,10.992978,10.902228
0,1035,14.93792,10.724641,10.636125
0,1050,14.5733185,10.462906,10.376567
0,1065,14.217688,10.20761,10.123396
0,1080,13.870808,9.958597,9.876455
0,1095,13.532464,9.715713,9.635593
0,1110,13.202447,9.4788065,9.40066
0,1125,12.880554,9.247732,9.171509
0,1140,12.566585,9.0223465,8.948
0,1155,12.2603445,8.80251,8.729994
0,1170,11.961645,8.588086,8.517355
0,1185,11.6703,8.3789425,8.309953
0,1200,11.386127,8.174948,8.107658
0,1215,11.108953,7.975977,7.910344
0,1230,10.838604,7.781906,7.7178893
0,1245,10.574912,7.592614,7.530174
0,1260,10.317714,7.4079833,7.3470807
0,1275,10.066849,7.227899,7.168496
0,1290,9.822161,7.052249,6.994309
0,1305,9.583498,6.880924,6.824411
0,1320,9.350712,6.713818,6.6586967
0,1335,9.123658,6.5508265,6.4970617
0,1350,8.902193,6.391847,6.3394065
0,1365,8.686182,6.236782,6.1856327
0,1380,8.475488,6.0855346,6.035644
0,1395,8.26998,5.9380097,5.889347
0,1410,8.0695305,5.794116,5.746651
0,1425,7.8740153,5.653764,5.607467
0,1440,7.683311,5.5168657,5.4717083
