"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.396E-42,1.4E-44
0,18,8.229797E-38,1.29718E-40
0,21,1.6146578E-34,2.6521663E-37
0,24,2.552005E-31,4.138488E-34
0,27,3.5791407E-28,7.048669E-31
0,30,2.5700908E-25,6.40862E-28
0,33,4.1306672E-23,1.1050421E-25
0,36,2.8669486E-21,7.796779E-24
0,39,2.3806672E-19,6.662021E-22
0,42,2.4778554E-17,8.820025E-20
0,45,1.5328155E-15,6.03156E-18
0,48,4.5081296E-14,1.837954E-16
0,51,9.944281E-13,4.143017E-15
0,54,1.5184335E-11,6.271668E-14
0,57,1.2107337E-10,4.715452E-13
0,60,1.3525636E-09,4.4883403E-12
0,63,1.8108889E-08,5.6369482E-11
0,66,2.2854877E-07,7.2551615E-10
0,69,2.5927966E-06,8.563675E-09
0,72,2.6465383E-05,9.1187E-08
0,75,0.0002448924,8.7969204E-07
0,78,0.0020699422,7.743598E-06
0,81,0.016078869,6.25996E-05
0,84,0.11482765,0.00046622343
0,87,0.7331879,0.003160222
0,90,3.6216102,0.018061949
0,93,10.345444,0.07255686
0,96,17.715734,0.19340138
0,99,23.604403,0.38780805
0,102,28.018057,0.6517219
0,105,31.340813,0.9767822
0,108,33.897182,1.3533782
0,111,35.908672,1.7720416
0,114,37.51913,2.22408
0,117,38.822983,2.7018018
0,120,39.884354,3.1985564
0,135,42.818283,5.799241
0,150,43.570873,8.336566
0,165,43.374657,10.658867
0,180,42.77716,12.736059
0,195,42.020706,14.580667
0,210,41.2018,16.215929
0,225,40.3637,17.664404
0,240,39.530247,18.945745
0,255,38.711407,20.07675
0,270,37.911934,21.07185
0,285,37.13417,21.943642
0,300,36.37924,22.703306
0,315,35.647564,23.360907
0,330,34.939156,23.925577
0,345,34.253746,24.40565
0,360,33.59089,24.80876
0,375,32.94999,25.141909
0,390,32.330387,25.41152
0,405,31.731348,25.623493
0,420,31.152105,25.783243
0,435,30.591232,25.895733
0,450,30.045769,25.965416
0,465,29.515863,25.99631
0,480,29.001112,25.99213
0,495,28.498907,25.956284
0,510,28.005796,25.891699
0,525,27.522552,25.80099
0,540,27.048925,25.686598
0,555,26.58459,25.550789
0,570,26.12924,25.395657
0,585,25.682566,25.223124
0,600,25.244291,25.034967
0,615,24.814148,24.832815
0,630,24.391878,24.618168
0,645,23.977243,24.3924
0,660,23.570011,24.156776
0,675,23.169962,23.91246
0,690,22.77689,23.66051
0,705,22.390593,23.401901
0,720,22.010885,23.137531
0,735,21.637571,22.868217
0,750,21.27031,22.594706
0,765,20.909073,22.31767
0,780,20.553865,22.037743
0,795,20.20477,21.755503
0,810,23.485313,21.489552
0,825,50.908714,22.164072
0,840,59.149662,24.103241
0,855,61.779305,26.422588
0,870,62.229305,28.67957
0,885,61.7332,30.722525
0,900,60.839165,32.52141
0,915,59.779778,34.08873
0,930,58.658516,35.447247
0,945,57.525364,36.61969
0,960,56.401566,37.626072
0,975,55.296867,38.483456
0,990,54.215927,39.20648
0,1005,53.161003,39.80791
0,1020,52.133137,40.299084
0,1035,51.13265,40.690197
0,1050,50.156075,40.99044
0,1065,49.202206,41.207996
0,1080,48.271748,41.35034
0,1095,47.364502,41.424397
0,1110,46.480156,41.436543
0,1125,45.618332,41.392677
