"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,20.963017,13.760113,41.688705
0,6,42.532894,31.188013,60.342007
0,9,60.93393,47.721146,74.66613
0,12,76.73659,62.56614,86.61426
0,15,90.8003,75.7829,97.2555
0,18,103.79187,87.68502,107.14314
0,21,111.11124,95.69317,98.19555
0,24,99.58961,89.23852,77.065895
0,27,90.775894,81.597466,69.06485
0,30,84.86246,74.88589,64.41895
0,33,81.1496,69.62735,61.601322
0,36,78.84883,65.70482,59.77088
0,39,77.39286,62.83229,58.493324
0,42,76.42613,60.72752,57.537777
0,45,75.73789,59.163578,56.77619
0,48,75.20737,57.972927,56.137314
0,51,74.766136,57.037945,55.579838
0,54,74.37534,56.27815,55.07916
0,57,74.012276,55.639275,54.619568
0,60,73.664795,55.084953,54.191517
0,63,73.32679,54.591095,53.78909
0,66,72.99487,54.14198,53.40801
0,69,72.66656,53.726883,53.044674
0,72,72.34004,53.33804,52.696186
0,75,72.01444,52.969875,52.360455
0,78,71.68946,52.618443,52.035904
0,81,71.365135,52.28099,51.721294
0,84,71.04164,51.955677,51.415607
0,87,70.718796,51.640972,51.117756
0,90,70.39639,51.335438,50.826797
0,93,70.07435,51.03784,50.541958
0,96,69.752686,50.74717,50.26262
0,99,69.43153,50.462658,49.98828
0,102,69.11093,50.183685,49.718468
0,105,68.79088,49.909706,49.452747
0,108,68.47141,49.640278,49.190746
0,111,68.15256,49.37498,48.932148
0,114,67.834335,49.11344,48.676674
0,117,67.516785,48.85533,48.424095
0,120,67.19996,48.60035,48.174194
0,135,65.62785,47.3647,46.95931
0,150,64.07866,46.18118,45.79147
0,165,62.55539,45.03884,44.661835
0,180,61.060265,43.931168,43.56528
0,195,59.59472,42.854523,42.498753
0,210,58.159622,41.806675,41.46027
0,225,56.75546,40.78583,40.44828
0,240,55.382404,39.79058,39.46156
0,255,54.040398,38.819942,38.49918
0,270,52.7292,37.873234,37.56043
0,285,51.448463,36.949665,36.644592
0,300,50.197716,36.048737,35.751118
0,315,48.97646,35.16974,34.879375
0,330,47.784164,34.31208,34.02878
0,345,46.62025,33.4752,33.19879
0,360,45.48415,32.658573,32.38888
0,375,44.375282,31.861702,31.598568
0,390,43.293053,31.08412,30.82738
0,405,42.236874,30.325367,30.074865
0,420,41.206165,29.584984,29.340569
0,435,40.20034,28.862545,28.624067
0,450,39.21883,28.15762,27.924938
0,465,38.26107,27.46979,27.242764
0,480,37.3265,26.798656,26.577152
0,495,36.414585,26.143816,25.927698
0,510,35.52479,25.504887,25.294025
0,525,34.656597,24.881483,24.675755
0,540,33.809498,24.273241,24.072523
0,555,32.982994,23.679798,23.483969
0,570,32.1766,23.100801,22.909744
0,585,31.389837,22.535906,22.349508
0,600,30.62224,21.984777,21.802927
0,615,29.873354,21.447086,21.269674
0,630,29.142727,20.922514,20.749432
0,645,28.429928,20.410744,20.24189
0,660,27.734528,19.91147,19.746742
0,675,27.05611,19.424395,19.263693
0,690,26.394268,18.949223,18.792452
0,705,25.748602,18.485666,18.332731
0,720,25.118723,18.033451,17.884258
0,735,24.504255,17.5923,17.44676
0,750,23.904825,17.161951,17.019976
0,765,23.320066,16.742136,16.60364
0,780,22.74963,16.332605,16.197504
0,795,22.193172,15.933114,15.801324
0,810,21.650354,15.543417,15.414859
0,825,21.120842,15.163274,15.037869
0,840,20.604317,14.792457,14.670129
0,855,20.100466,14.43074,14.311416
0,870,19.60898,14.077904,13.961509
0,885,19.129559,13.733729,13.620193
0,900,18.661911,13.398008,13.28726
0,915,18.205748,13.070534,12.962506
0,930,17.760792,12.751106,12.645734
0,945,17.326769,12.439529,12.336747
0,960,16.903414,12.135612,12.035356
0,975,16.490463,11.839165,11.741374
0,990,16.087667,11.550007,11.45462
0,1005,15.694776,11.267961,11.17492
0,1020,15.311546,10.992851,10.902101
0,1035,14.937743,10.72451,10.635991
0,1050,14.573136,10.4627695,10.37643
0,1065,14.2175,10.207471,10.123255
0,1080,13.870614,9.958454,9.876311
0,1095,13.532266,9.715566,9.635446
0,1110,13.202245,9.478657,9.400509
0,1125,12.880347,9.24758,9.171355
0,1140,12.566374,9.022191,8.947844
0,1155,12.260131,8.802352,8.7298355
0,1170,11.961428,8.587926,8.517195
0,1185,11.670079,8.37878,8.309791
0,1200,11.385904,8.174785,8.107493
0,1215,11.108727,7.975812,7.910178
0,1230,10.838376,7.781739,7.717722
0,1245,10.574683,7.592446,7.5300055
0,1260,10.317483,7.4078145,7.3469114
0,1275,10.066616,7.227729,7.168326
0,1290,9.821927,7.0520782,6.9941382
0,1305,9.583263,6.880753,6.8242397
0,1320,9.350477,6.7136464,6.6585245
0,1335,9.123422,6.550654,6.4968896
0,1350,8.9019575,6.391675,6.339234
0,1365,8.6859455,6.2366095,6.18546
0,1380,8.475251,6.085362,6.0354714
0,1395,8.269743,5.937837,5.889175
0,1410,8.069294,5.793944,5.746479
0,1425,7.8737793,5.653592,5.6072955
0,1440,7.6830754,5.516694,5.471537
