"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.394E-42,1.4E-44
0,18,8.228416E-38,1.29696E-40
0,21,1.6533667E-34,2.7111805E-37
0,24,2.1539577E-31,3.4185215E-34
0,27,3.590087E-28,7.167183E-31
0,30,2.6876094E-25,6.799285E-28
0,33,3.093264E-23,8.110199E-26
0,36,3.428237E-21,9.2180274E-24
0,39,2.0365415E-19,5.6115556E-22
0,42,4.105593E-17,1.5365729E-19
0,45,1.9314602E-15,7.5614036E-18
0,48,4.551583E-14,1.8574133E-16
0,51,9.533418E-13,3.9370697E-15
0,54,9.075007E-12,3.566475E-14
0,57,1.0016621E-10,3.4187895E-13
0,60,1.3172248E-09,4.120347E-12
0,63,1.8051981E-08,5.558653E-11
0,66,2.285538E-07,7.244376E-10
0,69,2.5940503E-06,8.5672855E-09
0,72,2.6461992E-05,9.1184226E-08
0,75,0.00024479837,8.793447E-07
0,78,0.0020691152,7.739827E-06
0,81,0.016073078,6.257061E-05
0,84,0.11479305,0.0004660342
0,87,0.7330631,0.003159295
0,90,3.6214964,0.018059887
0,93,10.344836,0.07255197
0,96,17.71464,0.19338867
0,99,23.602753,0.38778362
0,102,28.016266,0.65168023
0,105,31.338873,0.9767204
0,108,33.895103,1.3532926
0,111,35.906544,1.7719324
0,114,37.517117,2.2239459
0,117,38.82089,2.70164
0,120,39.882084,3.1983666
0,135,42.815643,5.7989244
0,150,43.56816,8.336103
0,165,43.37184,10.658255
0,180,42.77423,12.735301
0,195,42.017673,14.579767
0,210,41.198654,16.214893
0,225,40.360443,17.663239
0,240,39.526886,18.944448
0,255,38.70795,20.075329
0,270,37.908386,21.070307
0,285,37.130535,21.941978
0,300,36.37552,22.701527
0,315,35.64377,23.359016
0,330,34.935287,23.923576
0,345,34.249817,24.403543
0,360,33.58689,24.806551
0,375,32.94594,25.1396
0,390,32.326283,25.409117
0,405,31.72719,25.621
0,420,31.147902,25.78066
0,435,30.58698,25.893064
0,450,30.041473,25.962667
0,465,29.511536,25.993483
0,480,28.99675,25.989227
0,495,28.494505,25.953308
0,510,28.00136,25.888655
0,525,27.518091,25.797878
0,540,27.044441,25.683422
0,555,26.58009,25.547552
0,570,26.124716,25.392363
0,585,25.678028,25.219776
0,600,25.23974,25.03157
0,615,24.809586,24.82937
0,630,24.387308,24.61468
0,645,23.972666,24.38887
0,660,23.56543,24.153208
0,675,23.165379,23.908854
0,690,22.772305,23.656868
0,705,22.386011,23.39823
0,720,22.006306,23.13383
0,735,21.632998,22.864489
0,750,21.265743,22.590954
0,765,20.904516,22.313896
0,780,20.549318,22.033949
0,795,20.200233,21.751692
0,810,23.480446,21.485722
0,825,50.90319,22.160181
0,840,59.144882,24.099262
0,855,61.77387,26.418543
0,870,62.223644,28.675486
0,885,61.727467,30.718363
0,900,60.83331,32.517178
0,915,59.77384,34.084423
0,930,58.65245,35.44286
0,945,57.51916,36.615227
0,960,56.395245,37.621532
0,975,55.290436,38.478832
0,990,54.20939,39.20177
0,1005,53.154373,39.80312
0,1020,52.12642,40.29421
0,1035,51.125835,40.685238
0,1050,50.14921,40.9854
0,1065,49.19526,41.202877
0,1080,48.26475,41.345142
0,1095,47.357456,41.41912
0,1110,46.473064,41.431194
0,1125,45.611195,41.387257
0,1140,44.77144,41.292744
