"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,0.058875825,0.034924045,0.19025311
0,6,0.7165036,0.4683177,1.5187504
0,9,2.1992717,1.5446625,3.6885893
0,12,4.4017606,3.2547617,6.420366
0,15,7.1577425,5.498513,9.480449
0,18,10.270451,8.121505,12.647296
0,21,13.5553665,10.957271,15.752882
0,24,16.860601,13.8546295,18.680323
0,27,20.070116,16.68935,21.353745
0,30,23.10093,19.367456,23.729658
0,33,25.898521,21.824018,25.790049
0,36,28.431746,24.019682,27.53602
0,39,30.687397,25.935907,28.981056
0,42,32.665695,27.570265,30.14774
0,45,34.37765,28.932966,31.065405
0,48,35.841255,30.042933,31.765373
0,51,37.078373,30.924273,32.27872
0,54,38.112446,31.603462,32.634834
0,57,38.96704,32.107487,32.860573
0,60,39.6648,32.46241,32.979843
0,63,40.22672,32.69239,33.013435
0,66,40.671894,32.81927,32.97913
0,69,41.01741,32.86239,32.89193
0,72,41.2783,32.8385,32.7643
0,75,41.46764,32.76185,32.606487
0,78,41.59672,32.64441,32.42682
0,81,41.675247,32.49615,32.231987
0,84,41.711506,32.32527,32.027317
0,87,41.712536,32.138416,31.81698
0,90,41.684273,31.940897,31.60422
0,93,41.631733,31.736925,31.391497
0,96,41.55912,31.529772,31.180635
0,99,41.469963,31.321966,30.972965
0,102,41.36721,31.115406,30.76942
0,105,41.25333,30.911497,30.570621
0,108,41.130375,30.71123,30.37694
0,111,41.00005,30.515282,30.188553
0,114,40.863773,30.324078,30.005505
0,117,40.722725,30.137854,29.827738
0,120,40.57788,29.956694,29.655106
0,135,39.819794,29.123081,28.859745
0,150,39.03272,28.382889,28.145992
0,165,38.244648,27.710423,27.493315
0,180,37.468266,27.08766,26.885012
0,195,36.70882,26.501831,26.310196
0,210,35.96884,25.945004,25.762291
0,225,35.249588,25.412395,25.23733
0,240,34.55166,24.901054,24.732832
0,255,33.875233,24.409061,24.247133
0,270,33.220203,23.935057,23.779018
0,285,32.58627,23.47799,23.32751
0,300,31.97299,23.036978,22.89178
0,315,31.379816,22.611244,22.471071
0,330,30.806128,22.200071,22.064684
0,345,30.251253,21.80278,21.671953
0,360,29.71449,21.418728,21.292246
0,375,29.194138,21.046553,20.923557
0,390,28.687801,20.684072,20.56439
0,405,28.195702,20.331615,20.21529
0,420,27.717422,19.98902,19.875921
0,435,27.249268,19.653437,19.541965
0,450,26.789589,19.32313,19.213625
0,465,26.338877,18.998924,18.891481
0,480,25.896868,18.680817,18.575396
0,495,32.631645,23.875181,27.760513
0,510,48.18389,37.467182,41.73877
