"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.394E-42,1.4E-44
0,18,8.2291846E-38,1.29708E-40
0,21,1.6145402E-34,2.651973E-37
0,24,2.5518181E-31,4.1381846E-34
0,27,3.578902E-28,7.0481992E-31
0,30,2.5699387E-25,6.4082416E-28
0,33,4.1304315E-23,1.1049793E-25
0,36,2.8667865E-21,7.79634E-24
0,39,2.3805346E-19,6.661651E-22
0,42,2.4777333E-17,8.819596E-20
0,45,1.5327446E-15,6.031281E-18
0,48,4.5079246E-14,1.8378708E-16
0,51,9.943834E-13,4.1428314E-15
0,54,1.518365E-11,6.271385E-14
0,57,1.2106761E-10,4.715235E-13
0,60,1.3524931E-09,4.4881147E-12
0,63,1.8107931E-08,5.636653E-11
0,66,2.2853692E-07,7.2547846E-10
0,69,2.5926652E-06,8.563239E-09
0,72,2.6464073E-05,9.1182464E-08
0,75,0.00024488056,8.7964924E-07
0,78,0.0020698442,7.74323E-06
0,81,0.016078126,6.2596686E-05
0,84,0.11482246,0.0004662022
0,87,0.7331561,0.0031600825
0,90,3.621471,0.018061206
0,93,10.345154,0.07255433
0,96,17.715399,0.19339593
0,99,23.604073,0.38779908
0,102,28.01774,0.6517091
0,105,31.340504,0.9767654
0,108,33.896873,1.353357
0,111,35.90827,1.7720157
0,114,37.518894,2.2240515
0,117,38.82284,2.7017689
0,120,39.88401,3.1985192
0,135,42.817863,5.7991824
0,150,43.570255,8.336491
0,165,43.37405,10.658764
0,180,42.776463,12.735921
0,195,42.019928,14.580489
0,210,41.200924,16.21571
0,225,40.362724,17.66414
0,240,39.52918,18.945433
0,255,38.710255,20.07639
0,270,37.910698,21.071438
0,285,37.132854,21.943176
0,300,36.377846,22.702787
0,315,35.6461,23.360334
0,330,34.937626,23.924948
0,345,34.252155,24.404966
0,360,33.589233,24.808022
0,375,32.94828,25.141115
0,390,32.328625,25.410673
0,405,31.729534,25.622593
0,420,31.150244,25.78229
0,435,30.589325,25.894726
0,450,30.043816,25.964357
0,465,29.513874,25.995201
0,480,28.999084,25.990973
0,495,28.496845,25.955078
0,510,28.003702,25.890448
0,525,27.520424,25.799692
0,540,27.046772,25.685247
0,555,26.582417,25.549385
0,570,26.127039,25.394201
0,585,25.680346,25.22162
0,600,25.242052,25.03342
0,615,24.811892,24.831226
0,630,24.389606,24.616539
0,645,23.974957,24.390736
0,660,23.567713,24.155077
0,675,23.167652,23.910727
0,690,22.774569,23.658743
0,705,22.388264,23.400108
0,720,22.008549,23.135712
0,735,21.63523,22.866379
0,750,21.267962,22.59285
0,765,20.906721,22.315798
0,780,20.551512,22.035854
0,795,20.202412,21.7536
0,810,23.482817,21.487633
0,825,50.9058,22.162125
0,840,59.147835,24.101255
0,855,61.77694,26.420547
0,870,62.22648,28.67753
0,885,61.73028,30.720446
0,900,60.836147,32.51929
0,915,59.77671,34.086567
0,930,58.655354,35.445034
0,945,57.522095,36.61743
0,960,56.398205,37.623764
0,975,55.29342,38.4811
0,990,54.2124,39.204067
0,1005,53.157402,39.80544
0,1020,52.129467,40.29656
0,1035,51.12892,40.687614
0,1050,50.15229,40.987804
0,1065,49.198368,41.205307
0,1080,48.267864,41.3476
0,1095,47.360573,41.421597
0,1110,46.476185,41.433693
0,1125,45.614323,41.38978
