"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,20.962778,13.759959,41.688095
0,6,42.532154,31.187477,60.340824
0,9,60.932827,47.720272,74.664734
0,12,76.73523,62.565006,86.612724
0,15,90.79874,75.781555,97.25382
0,18,103.790115,87.68349,107.1413
0,21,111.10929,95.69147,98.19361
0,24,99.587814,89.23689,77.06454
0,27,90.77432,81.596016,69.063675
0,30,84.86093,74.88454,64.41772
0,33,81.148026,69.626015,61.59998
0,36,78.84716,65.70345,59.76944
0,39,77.39109,62.830868,58.491795
0,42,76.42426,60.72603,57.536175
0,45,75.73594,59.162018,56.774525
0,48,75.20532,57.971306,56.13559
0,51,74.764015,57.036263,55.57806
0,54,74.373146,56.276413,55.077335
0,57,74.01002,55.63749,54.6177
0,60,73.66247,55.08312,54.1896
0,63,73.324394,54.589214,53.787132
0,66,72.99242,54.140053,53.40601
0,69,72.66404,53.724915,53.042633
0,72,72.33747,53.33603,52.694107
0,75,72.01181,52.967823,52.358337
0,78,71.686775,52.61635,52.033745
0,81,71.36239,52.27886,51.719097
0,84,71.03883,51.953506,51.413372
0,87,70.715935,51.638763,51.115482
0,90,70.39348,51.33319,50.824486
0,93,70.07138,51.035553,50.53961
0,96,69.749664,50.744846,50.26023
0,99,69.42845,50.460297,49.98586
0,102,69.107796,50.18129,49.71601
0,105,68.7877,49.907272,49.450253
0,108,68.468185,49.63781,49.188217
0,111,68.14927,49.372475,48.929585
0,114,67.831,49.110905,48.674076
0,117,67.513405,48.85276,48.421467
0,120,67.196526,48.597744,48.17153
0,135,65.62419,47.36193,46.956486
0,150,64.074776,46.178253,45.788494
0,165,62.551296,45.035767,44.658714
0,180,61.055977,43.92796,43.562027
0,195,59.59025,42.851185,42.495373
0,210,58.15498,41.803215,41.456768
0,225,56.750652,40.782257,40.44467
0,240,55.377445,39.7869,39.457848
0,255,54.0353,38.816166,38.49537
0,270,52.72397,37.869366,37.55653
0,285,51.44311,36.945713,36.64061
0,300,50.192253,36.0447,35.74706
0,315,48.97089,35.165634,34.875244
0,330,47.7785,34.307907,34.024586
0,345,46.6145,33.470966,33.19454
0,360,45.478313,32.65428,32.384575
0,375,44.369373,31.85736,31.594212
0,390,43.287075,31.079733,30.822979
0,405,42.230835,30.32094,30.070423
0,420,41.200073,29.58052,29.336092
0,435,40.194202,28.858047,28.61956
0,450,39.21265,28.153095,27.920404
0,465,38.254852,27.46524,27.238209
0,480,37.32025,26.794088,26.572577
0,495,36.408314,26.139233,25.92311
0,510,35.518497,25.500288,25.289425
0,525,34.650288,24.876877,24.671146
0,540,33.803177,24.26863,24.067907
0,555,32.976665,23.675182,23.479351
0,570,32.17027,23.096184,22.905127
0,585,31.383507,22.531292,22.344894
0,600,30.615915,21.980167,21.798319
0,615,29.867037,21.442486,21.265076
0,630,29.136421,20.917921,20.744844
0,645,28.423637,20.406164,20.237314
0,660,27.728254,19.906904,19.742182
0,675,27.049858,19.419846,19.25915
0,690,26.388039,18.94469,18.787928
0,705,25.7424,18.481157,18.328228
0,720,25.112549,18.028961,17.879778
0,735,24.498112,17.587835,17.442305
0,750,23.898714,17.15751,17.015543
0,765,23.313992,16.737722,16.599234
0,780,22.743593,16.32822,16.193127
0,795,22.187174,15.928758,15.796977
0,810,21.644396,15.539091,15.410543
0,825,21.114925,15.158979,15.033586
0,840,20.598444,14.788195,14.665878
0,855,20.094637,14.426512,14.307199
0,870,19.603199,14.0737095,13.957326
0,885,19.123825,13.72957,13.616046
0,900,18.656225,13.393886,13.28315
0,915,18.200113,13.066448,12.958433
0,930,17.755207,12.747059,12.641699
0,945,17.321238,12.43552,12.332749
0,960,16.897934,12.13164,12.031397
0,975,16.485039,11.835233,11.737454
0,990,16.082294,11.546114,11.450742
0,1005,15.689458,11.264108,11.171082
0,1020,15.306284,10.989039,10.898302
0,1035,14.932537,10.720738,10.632235
0,1050,14.567986,10.45904,10.372714
0,1065,14.212405,10.203782,10.11958
0,1080,13.865577,9.954807,9.872678
0,1095,13.527286,9.711961,9.631854
0,1110,13.197322,9.475094,9.396959
0,1125,12.875483,9.244059,9.167848
0,1140,12.561566,9.018712,8.944379
0,1155,12.255381,8.798915,8.726412
0,1170,11.956736,8.584531,8.513814
0,1185,11.665445,8.375427,8.306452
0,1200,11.381329,8.1714735,8.1041975
0,1215,11.104209,7.9725432,7.906924
0,1230,10.833916,7.778513,7.7145095
0,1245,10.57028,7.5892615,7.526835
0,1260,10.313137,7.4046717,7.3437824
0,1275,10.062327,7.224628,7.165239
0,1290,9.817696,7.049019,6.991092
0,1305,9.579089,6.8777347,6.821235
0,1320,9.346359,6.710669,6.655561
0,1335,9.11936,6.5477176,6.4939666
0,1350,8.897951,6.388779,6.336352
0,1365,8.681994,6.2337546,6.182618
0,1380,8.471356,6.0825467,6.03267
0,1395,8.265903,5.9350624,5.886413
0,1410,8.065509,5.7912083,5.743757
0,1425,7.870048,5.650896,5.604613
0,1440,7.6793985,5.514037,5.468893
