"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.396E-42,1.4E-44
0,18,8.229967E-38,1.2972E-40
0,21,1.6146929E-34,2.6522226E-37
0,24,2.5520598E-31,4.138575E-34
0,27,3.5792274E-28,7.048837E-31
0,30,2.5701576E-25,6.4087847E-28
0,33,4.1307755E-23,1.1050707E-25
0,36,2.867024E-21,7.796982E-24
0,39,2.38073E-19,6.6621946E-22
0,42,2.477921E-17,8.820256E-20
0,45,1.532856E-15,6.0317175E-18
0,48,4.5082485E-14,1.838002E-16
0,51,9.944542E-13,4.1431244E-15
0,54,1.5184734E-11,6.2718304E-14
0,57,1.2107652E-10,4.715574E-13
0,60,1.3525991E-09,4.4884565E-12
0,63,1.810937E-08,5.637096E-11
0,66,2.2855488E-07,7.2553524E-10
0,69,2.5928657E-06,8.563902E-09
0,72,2.646609E-05,9.1189406E-08
0,75,0.00024489895,8.797153E-07
0,78,0.0020699971,7.743802E-06
0,81,0.016079295,6.260125E-05
0,84,0.11483069,0.00046623565
0,87,0.7332072,0.0031603046
0,90,3.6217046,0.018062418
0,93,10.34569,0.072558686
0,96,17.716074,0.19340582
0,99,23.604753,0.387816
0,102,28.018381,0.65173376
0,105,31.341097,0.976798
0,108,33.897427,1.3533974
0,111,35.908794,1.7720636
0,114,37.519394,2.2241066
0,117,38.82332,2.7018309
0,120,39.884476,3.1985877
0,135,42.81834,5.799281
0,150,43.57083,8.336618
0,165,43.37477,10.658923
0,180,42.77734,12.736119
0,195,42.020958,14.580734
0,210,41.202095,16.216007
0,225,40.36406,17.6645
0,240,39.53066,18.945856
0,255,38.711872,20.076883
0,270,37.91245,21.072004
0,285,37.13473,21.943819
0,300,36.37984,22.70351
0,315,35.64821,23.361135
0,330,34.93984,23.925833
0,345,34.25447,24.405931
0,360,33.591644,24.80907
0,375,32.950783,25.142246
0,390,32.33121,25.411884
0,405,31.7322,25.623886
0,420,31.152985,25.783663
0,435,30.592138,25.89618
0,450,30.046696,25.965889
0,465,29.516817,25.996809
0,480,29.002089,25.992657
0,495,28.499903,25.956833
0,510,28.006807,25.892275
0,525,27.523582,25.801588
0,540,27.049974,25.68722
0,555,26.585659,25.551435
0,570,26.13032,25.396324
0,585,25.683659,25.223814
0,600,25.245398,25.035677
0,615,24.815266,24.833546
0,630,24.393007,24.618917
0,645,23.978382,24.39317
0,660,23.57116,24.157564
0,675,23.171118,23.913261
0,690,22.778051,23.661325
0,705,22.391762,23.40273
0,720,22.01206,23.138376
0,735,21.63875,22.869076
0,750,21.271494,22.59558
0,765,20.910261,22.318558
0,780,20.555058,22.038641
0,795,20.205961,21.756413
0,810,23.486603,21.490473
0,825,50.910362,22.16502
0,840,59.15199,24.104198
0,855,61.780556,26.42358
0,870,62.230072,28.680609
0,885,61.734474,30.723557
0,900,60.840546,32.52245
0,915,59.78128,34.089783
0,930,58.660072,35.44832
0,945,57.526962,36.62079
0,960,56.403206,37.627193
0,975,55.29855,38.484608
0,990,54.21765,39.207653
0,1005,53.162766,39.809113
0,1020,52.134937,40.300312
0,1035,51.134468,40.691452
0,1050,50.157948,40.991726
0,1065,49.204113,41.209312
0,1080,48.27368,41.351685
0,1095,47.366467,41.425766
0,1110,46.482143,41.437943
0,1125,45.620342,41.394104
0,1140,44.780643,41.299683
