"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.394E-42,1.4E-44
0,18,8.229021E-38,1.29706E-40
0,21,1.653488E-34,2.7113793E-37
0,24,2.154116E-31,3.4187729E-34
0,27,3.590343E-28,7.1676944E-31
0,30,2.6877913E-25,6.7997446E-28
0,33,3.0934713E-23,8.1107424E-26
0,36,3.4284653E-21,9.218641E-24
0,39,2.0366763E-19,5.611927E-22
0,42,4.1058417E-17,1.5366658E-19
0,45,1.9315756E-15,7.561855E-18
0,48,4.5518514E-14,1.8575227E-16
0,51,9.533978E-13,3.9373005E-15
0,54,9.075551E-12,3.5666867E-14
0,57,1.001725E-10,3.4190004E-13
0,60,1.3173093E-09,4.120609E-12
0,63,1.8053141E-08,5.55901E-11
0,66,2.2856834E-07,7.2448386E-10
0,69,2.5942134E-06,8.567826E-09
0,72,2.6463631E-05,9.1189904E-08
0,75,0.00024481336,8.793988E-07
0,78,0.0020692402,7.7402965E-06
0,81,0.016074037,6.257436E-05
0,84,0.114799805,0.0004660618
0,87,0.7331053,0.003159479
0,90,3.6216924,0.0180609
0,93,10.3453045,0.07255568
0,96,17.715275,0.19339737
0,99,23.603445,0.387799
0,102,28.016973,0.6517035
0,105,31.339586,0.97675204
0,108,33.895782,1.3533322
0,111,35.9071,1.7719803
0,114,37.5182,2.2240052
0,117,38.82222,2.7017064
0,120,39.883125,3.1984386
0,135,42.816547,5.799031
0,150,43.56911,8.336253
0,165,43.372784,10.658469
0,180,42.775272,12.735564
0,195,42.01879,14.580081
0,210,41.19985,16.21526
0,225,40.361713,17.663656
0,240,39.52822,18.944921
0,255,38.70935,20.075855
0,270,37.909847,21.070887
0,285,37.132057,21.942614
0,300,36.377098,22.702217
0,315,35.645397,23.359758
0,330,34.93697,23.924372
0,345,34.25154,24.40439
0,360,33.58866,24.80745
0,375,32.94775,25.14055
0,390,32.328133,25.410116
0,405,31.729078,25.622046
0,420,31.149822,25.781754
0,435,30.588942,25.894203
0,450,30.043465,25.96385
0,465,29.513552,25.994709
0,480,28.99879,25.990496
0,495,28.496574,25.954617
0,510,28.003447,25.890003
0,525,27.5202,25.799265
0,540,27.04657,25.684845
0,555,26.582233,25.549007
0,570,26.126877,25.393847
0,585,25.680202,25.221294
0,600,25.241926,25.03312
0,615,24.81178,24.830952
0,630,24.389513,24.61629
0,645,23.97488,24.390505
0,660,23.56765,24.154867
0,675,23.167604,23.910536
0,690,22.774534,23.658571
0,705,22.388245,23.399954
0,720,22.008541,23.135574
0,735,21.635235,22.866251
0,750,21.26798,22.592731
0,765,20.906752,22.31569
0,780,20.551554,22.035755
0,795,20.202465,21.753511
0,810,23.48287,21.487555
0,825,50.90611,22.162056
0,840,59.147823,24.10119
0,855,61.776882,26.420523
0,870,62.226727,28.67752
0,885,61.73063,30.720453
0,900,60.836517,32.51932
0,915,59.77713,34.08662
0,930,58.65581,35.445114
0,945,57.52259,36.61754
0,960,56.39873,37.623898
0,975,55.29398,38.481255
0,990,54.21299,39.204247
0,1005,53.15802,39.80565
0,1020,52.13011,40.29679
0,1035,51.129566,40.687874
0,1050,50.152985,40.988087
0,1065,49.19907,41.205612
0,1080,48.26859,41.347927
0,1095,47.361324,41.42195
0,1110,46.476955,41.43407
0,1125,45.615112,41.39018
