"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Myometrium|Metronidazole|Tissue [µmol/l]","Organism|Endometrium|Metronidazole|Tissue [µmol/l]"
0,0,0,0,0
0,3,0.058877453,0.034925014,0.19025794
0,6,0.71652055,0.46832865,1.5187857
0,9,2.1993213,1.5446973,3.6886702
0,12,4.401853,3.2548306,6.4204955
0,15,7.157883,5.498622,9.480627
0,18,10.27064,8.121656,12.647519
0,21,13.555602,10.957463,15.753143
0,24,16.86088,13.854861,18.680618
0,27,20.070433,16.689617,21.354067
0,30,23.101282,19.367754,23.730005
0,33,25.898903,21.82434,25.790415
0,36,28.432154,24.020027,27.536402
0,39,30.687828,25.936274,28.981451
0,42,32.66615,27.570646,30.148146
0,45,34.378124,28.933363,31.065823
0,48,35.841743,30.04334,31.7658
0,51,37.07888,30.924692,32.27916
0,54,38.11297,31.603893,32.63528
0,57,38.967583,32.107925,32.86103
0,60,39.665356,32.46286,32.980312
0,63,40.22729,32.692852,33.013916
0,66,40.672485,32.819744,32.97962
0,69,41.018017,32.862873,32.89243
0,72,41.278923,32.838997,32.764816
0,75,41.46828,32.762356,32.607018
0,78,41.597378,32.644928,32.427357
0,81,41.675922,32.496685,32.23254
0,84,41.712204,32.325817,32.02788
0,87,41.71325,32.138973,31.81756
0,90,41.685005,31.94147,31.604813
0,93,41.632484,31.73751,31.392103
0,96,41.55989,31.530373,31.18126
0,99,41.470753,31.322578,30.973602
0,102,41.36802,31.116034,30.77007
0,105,41.254158,30.912138,30.571285
0,108,41.13122,30.711885,30.377617
0,111,41.000916,30.515951,30.189245
0,114,40.864662,30.324762,30.006212
0,117,40.723633,30.138552,29.828457
0,120,40.578808,29.957405,29.65584
0,135,39.820812,29.123861,28.860548
0,150,39.03383,28.383734,28.14686
0,165,38.245846,27.71133,27.494244
0,180,37.469543,27.088627,26.886
0,195,36.71018,26.502855,26.31124
0,210,35.970276,25.946081,25.763384
0,225,35.251095,25.413523,25.238472
0,240,34.553234,24.90223,24.734022
0,255,33.87687,24.410282,24.24837
0,270,33.221897,23.93632,23.780294
0,285,32.588024,23.479292,23.328827
0,300,31.974798,23.038319,22.893133
0,315,31.381676,22.612621,22.47246
0,330,30.808035,22.20148,22.066105
0,345,30.253204,21.804222,21.673405
0,360,29.716484,21.420198,21.293726
0,375,29.19617,21.048054,20.925064
0,390,28.689873,20.685598,20.565924
0,405,28.19781,20.333164,20.216848
0,420,27.719559,19.990593,19.877499
0,435,27.251436,19.65503,19.543564
0,450,26.791788,19.324743,19.215246
0,465,26.3411,19.000557,18.893118
0,480,25.899115,18.682465,18.57705
0,495,32.634056,23.876955,27.76236
0,510,48.18653,37.469154,41.7408
0,525,59.07724,46.761044,48.800953
0,540,63.980247,50.01478,50.44042
0,555,65.40275,50.040257,49.793674
0,570,65.24011,48.945503,48.515896
0,585,64.419876,47.632835,47.19614
0,600,63.349678,46.389297,45.99078
0,615,62.1953,45.26567,44.906273
0,630,61.02215,44.24442,43.914696
0,645,59.85235,43.295406,42.98624
0,660,58.69759,42.398464,42.104576
0,675,57.56314,41.540855,41.258774
0,690,56.451443,40.714607,40.442238
0,705,55.36376,39.914948,39.651024
0,720,54.30076,39.138992,38.882744
0,735,53.262733,38.38493,38.135853
0,750,52.249752,37.651543,37.40928
0,765,51.26171,36.937943,36.702225
0,780,50.29838,36.243427,36.014027
0,795,49.35946,35.56739,35.34412
0,810,48.444557,34.90931,34.691982
0,825,47.553246,34.268677,34.057133
0,840,46.684364,33.644505,33.43812
0,855,45.83584,33.03493,32.83316
0,870,45.005463,32.438087,32.24058
0,885,44.193645,31.854395,31.661362
0,900,43.400356,31.284054,31.09548
0,915,42.625362,30.726948,30.54278
0,930,41.868412,30.182896,30.003069
0,945,41.129215,29.651688,29.47608
