"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Cervicovaginal fluid|Metronidazole|Concentration in container [µmol/l]"
0,0,0,0
0,3,0,0
0,6,0,0
0,9,0,0
0,12,0,0
0,15,9.394E-42,1.4E-44
0,18,8.228454E-38,1.29696E-40
0,21,1.6143993E-34,2.6517414E-37
0,24,2.551594E-31,4.1378214E-34
0,27,3.578611E-28,7.047626E-31
0,30,2.5697492E-25,6.407769E-28
0,33,4.1301355E-23,1.1049002E-25
0,36,2.8665823E-21,7.795786E-24
0,39,2.380367E-19,6.661183E-22
0,42,2.4775753E-17,8.819038E-20
0,45,1.5326513E-15,6.0309147E-18
0,48,4.5076546E-14,1.8377607E-16
0,51,9.943243E-13,4.1425853E-15
0,54,1.5182742E-11,6.2710125E-14
0,57,1.210601E-10,4.7149486E-13
0,60,1.352403E-09,4.487824E-12
0,63,1.810671E-08,5.6362755E-11
0,66,2.2852174E-07,7.254301E-10
0,69,2.592496E-06,8.562678E-09
0,72,2.6462378E-05,9.117659E-08
0,75,0.00024486516,8.795936E-07
0,78,0.0020697163,7.742748E-06
0,81,0.016077148,6.259286E-05
0,84,0.114815615,0.00046617418
0,87,0.7331137,0.003159897
0,90,3.6212795,0.0180602
0,93,10.344718,0.07255075
0,96,17.714834,0.19338778
0,99,23.603489,0.387785
0,102,28.017187,0.65168834
0,105,31.339996,0.97673786
0,108,33.896408,1.3533227
0,111,35.907845,1.771975
0,114,37.518494,2.2240047
0,117,38.822445,2.7017164
0,120,39.883625,3.1984618
0,135,42.81747,5.7991056
0,150,43.569843,8.336396
0,165,43.37362,10.658649
0,180,42.775986,12.735786
0,195,42.01938,14.580331
0,210,41.200317,16.215527
0,225,40.362064,17.663929
0,240,39.52846,18.945194
0,255,38.709484,20.076118
0,270,37.909878,21.071136
0,285,37.131992,21.942842
0,300,36.376938,22.70242
0,315,35.64515,23.359932
0,330,34.936634,23.924513
0,345,34.251125,24.404497
0,360,33.58817,24.80752
0,375,32.94718,25.14058
0,390,32.327496,25.410105
0,405,31.728374,25.621992
0,420,31.149057,25.781656
0,435,30.588116,25.89406
0,450,30.042585,25.963663
0,465,29.512617,25.994476
0,480,28.997807,25.99022
0,495,28.49555,25.954294
0,510,28.002382,25.889637
0,525,27.519093,25.798855
0,540,27.045424,25.684391
0,555,26.58105,25.548515
0,570,26.12566,25.393318
0,585,25.678953,25.220724
0,600,25.240648,25.032507
0,615,24.810476,24.8303
0,630,24.388182,24.615597
0,645,23.973524,24.389778
0,660,23.56627,24.154104
0,675,23.166204,23.909737
0,690,22.773115,23.65774
0,705,22.386806,23.39909
0,720,22.007088,23.13468
0,735,21.633764,22.865326
0,750,21.266497,22.59178
0,765,20.905254,22.31471
0,780,20.550043,22.034752
0,795,20.200945,21.752481
0,810,23.48116,21.486502
0,825,50.90405,22.160954
0,840,59.145798,24.100037
0,855,61.774807,26.41932
0,870,62.22457,28.676268
0,885,61.728382,30.719147
0,900,60.83418,32.517963
0,915,59.774696,34.085205
0,930,58.653286,35.443645
0,945,57.51998,36.61601
0,960,56.396038,37.622307
0,975,55.291206,38.479603
0,990,54.21014,39.202534
0,1005,53.155106,39.803875
0,1020,52.127132,40.294956
0,1035,51.126526,40.685978
0,1050,50.149883,40.98613
0,1065,49.19591,41.203594
0,1080,48.26538,41.34585
0,1095,47.358067,41.419815
0,1110,46.473656,41.431877
0,1125,45.61177,41.387928
0,1140,44.772,41.293404
