"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Metronidazole|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,3,0.09360738
0,6,1.0797766
0,9,3.2396266
0,12,6.394364
0,15,10.288896
0,18,14.636373
0,21,19.177122
0,24,23.703993
0,27,28.063282
0,30,32.14892
0,33,35.894447
0,36,39.264477
0,39,42.247074
0,42,44.849045
0,45,47.090042
0,48,48.997482
0,51,50.602818
0,54,51.938854
0,57,53.037888
0,60,53.930496
0,63,54.644814
0,66,55.206203
0,69,55.637157
0,72,55.957417
0,75,56.184113
0,78,56.33201
0,81,56.41375
0,84,56.440117
0,87,56.420254
0,90,56.361904
0,93,56.271595
0,96,56.154827
0,99,56.016205
0,102,55.85959
0,105,55.688206
0,108,55.504757
0,111,55.311504
0,114,55.109974
0,117,54.900978
0,120,54.68579
0,135,53.554676
0,150,52.388786
0,165,51.22626
0,180,50.08318
0,195,48.966866
0,210,47.880814
0,225,46.8267
0,240,45.805206
0,255,44.81643
0,270,43.86008
0,285,42.935593
0,300,42.04222
0,315,41.179085
0,330,40.34521
0,345,39.539577
0,360,38.761074
0,375,38.005512
0,390,37.27098
0,405,36.555897
0,420,35.859226
0,435,35.181263
0,450,34.52174
0,465,33.880325
0,480,33.256657
0,495,32.64924
0,510,32.053116
0,525,31.469204
0,540,30.897724
0,555,30.338545
0,570,29.79151
0,585,29.256453
0,600,28.733204
0,615,28.22158
0,630,27.721394
0,645,27.232447
0,660,26.75453
0,675,26.287436
0,690,25.830942
0,705,25.384174
0,720,24.944218
0,735,24.511465
0,750,24.085894
0,765,23.66733
0,780,23.255592
0,795,22.85052
0,810,22.451956
0,825,22.059757
0,840,21.67378
0,855,21.293894
0,870,20.919968
0,885,20.551884
0,900,20.189528
0,915,19.832788
0,930,19.481562
0,945,19.135748
0,960,18.795252
0,975,18.459978
0,990,18.12984
0,1005,17.804758
0,1020,17.484644
0,1035,17.169424
0,1050,16.859022
0,1065,16.553366
0,1080,16.252386
0,1095,15.956017
0,1110,15.664192
0,1125,15.376849
0,1140,15.093928
0,1155,14.81537
0,1170,14.541115
0,1185,14.271109
0,1200,14.005296
0,1215,13.743625
0,1230,13.486043
0,1245,13.232499
0,1260,12.982945
0,1275,12.737332
0,1290,12.495611
0,1305,12.257737
0,1320,12.0236635
0,1335,11.793344
0,1350,11.566734
0,1365,11.343792
0,1380,11.124471
0,1395,10.90873
0,1410,10.696526
0,1425,10.487816
0,1440,10.28256
0,1455,10.080718
0,1470,9.882242
0,1485,9.687095
0,1500,9.495237
0,1515,9.306631
0,1530,9.121238
0,1545,8.939015
0,1560,8.759925
0,1575,8.583926
0,1590,8.410981
0,1605,8.24105
0,1620,8.074096
0,1635,7.9100795
0,1650,7.748963
0,1665,7.5907087
0,1680,7.4352784
0,1695,7.282635
0,1710,7.1327415
0,1725,6.9855604
0,1740,6.8410544
0,1755,6.699187
0,1770,6.5599217
0,1785,6.423222
0,1800,6.2890525
0,1815,6.157376
0,1830,6.028157
0,1845,5.901361
0,1860,5.7769513
0,1875,5.6548934
0,1890,5.535153
0,1905,5.417694
0,1920,5.302483
0,1935,5.189486
0,1950,5.078668
0,1965,4.9699965
0,1980,4.863437
0,1995,4.7589574
0,2010,4.6565237
0,2025,4.556104
0,2040,4.4576664
0,2055,4.3611774
0,2070,4.2666063
0,2085,4.173921
0,2100,4.083091
0,2115,3.9940848
0,2130,3.906872
0,2145,3.8214223
0,2160,3.737706
0,2175,3.6556928
0,2190,3.5753539
0,2205,3.49666
0,2220,3.4195824
0,2235,3.3440928
0,2250,3.2701633
0,2265,3.1977658
0,2280,3.126873
0,2295,3.0574582
0,2310,2.9894943
0,2325,2.9229548
0,2340,2.857814
0,2355,2.7940462
0,2370,2.7316256
0,2385,2.6705272
0,2400,2.6107266
0,2415,2.5521991
0,2430,2.4949212
0,2445,2.4388685
0,2460,2.384018
0,2475,2.3303468
0,2490,2.2778318
0,2505,2.226451
0,2520,2.1761823
0,2535,2.127004
0,2550,2.0788944
0,2565,2.031833
0,2580,1.9857985
0,2595,1.9407711
0,2610,1.8967304
0,2625,1.8536568
0,2640,1.8115307
0,2655,1.7703332
0,2670,1.7300454
0,2685,1.6906488
0,2700,1.6521254
0,2715,1.614457
0,2730,1.5776262
0,2745,1.541616
0,2760,1.5064089
0,2775,1.4719888
0,2790,1.438339
0,2805,1.4054434
0,2820,1.3732862
0,2835,1.3418522
0,2850,1.3111258
0,2865,1.281092
0,2880,1.2517364
